id,taxon_id,common_name,scientific_name,user_login,image_url,rank,parent_id,taxon_ids,observations_count,taxa_count,taxon_group,type
88761776,57668,Mining Bees,Andrenidae,naturephotosuze,https://static.inaturalist.org/photos/146490052/medium.jpg,family,47201,1|47120|47158|47201|57668,0,26,,
88050602,57659,Predaceous Diving Beetles,Dytiscidae,naturephotosuze,https://static.inaturalist.org/photos/145230083/medium.jpg,family,47208,1|47120|47158|47208|57659,0,1,,
83885695,52965,Globetails,Sphaerophoria,naturephotosuze,https://static.inaturalist.org/photos/137807298/medium.jpg,genus,49995,1|47120|47158|47822|49995|52965,0,2,,
82908565,52979,Shepherd's-purses,Capsella,annienzelll,https://inaturalist-open-data.s3.amazonaws.com/photos/136116509/medium.jpg,genus,47204,47126|211194|47124|71275|47204|52979,0,1,,
90214304,52984,Bordered Plant Bugs,Largidae,naturephotosuze,https://static.inaturalist.org/photos/149069966/medium.jpg,family,47744,1|47120|47158|47744|52984,0,9,,
88397818,57519,,Hymenochaetales,lichenlearning,https://inaturalist-open-data.s3.amazonaws.com/photos/145844647/medium.jpg,order,50814,47170|47169|50814|57519,0,2,,
92517018,52999,,Conium,brandonwsmacdonald,https://inaturalist-open-data.s3.amazonaws.com/photos/153197615/medium.jpg,genus,48699,47126|211194|47124|48700|48699|52999,0,4,,
90350865,574,"Pheasants, Grouse, and Allies",Phasianidae,wenjiewang,https://inaturalist-open-data.s3.amazonaws.com/photos/149316750/medium.jpg,family,573,1|2|3|573|574,0,11,,
88767261,53026,Buttons,Cotula,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/146504723/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|53026,0,6,,
88646241,57359,,Suaeda,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/146276936/medium.jpeg,genus,52327,47126|211194|47124|47366|52327|57359,0,1,,
90294411,53053,,Foeniculum,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149210165/medium.jpeg,genus,48699,47126|211194|47124|48700|48699|53053,0,27,,
85098507,53060,bedstraws,Galium,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/139952582/medium.jpeg,genus,47693,47126|211194|47124|47363|47693|53060,0,2,,
85098532,57286,Valerian,Centranthus,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/139952734/medium.jpeg,genus,48527,47126|211194|47124|48526|48527|57286,0,2,,
86314668,57282,,Parietaria,dcoopercem,https://inaturalist-open-data.s3.amazonaws.com/photos/142174199/medium.jpg,genus,51885,47126|211194|47124|47132|51885|57282,0,1,,
88743509,53082,cudweeds,Gnaphalium,ashleymonta,https://inaturalist-open-data.s3.amazonaws.com/photos/146459682/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|53082,0,1,,
90293613,57280,ailanthuses,Ailanthus,dankillam,https://inaturalist-open-data.s3.amazonaws.com/photos/149213269/medium.jpeg,genus,57279,47126|211194|47124|47729|57279|57280,0,7,,
88349804,53093,sneezeweeds,Helenium,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/145761767/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|53093,0,1,,
90293613,57279,Quassia Family,Simaroubaceae,dankillam,https://inaturalist-open-data.s3.amazonaws.com/photos/149213269/medium.jpeg,family,47729,47126|211194|47124|47729|57279,0,7,,
85359456,57204,Woollystars,Eriastrum,misstak,https://inaturalist-open-data.s3.amazonaws.com/photos/140433837/medium.jpg,genus,48932,47126|211194|47124|47181|48932|57204,0,1,,
89935686,53113,cabbages and mustards,Brassica,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148569231/medium.jpg,genus,47204,47126|211194|47124|71275|47204|53113,0,4,,
84173979,57200,,Polypogon,andreacala,https://inaturalist-open-data.s3.amazonaws.com/photos/138319937/medium.jpeg,genus,47434,47126|211194|47163|47162|47434|57200,0,1,,
89237049,57185,,Leymus,mgalano89,https://static.inaturalist.org/photos/147342124/medium.jpg,genus,47434,47126|211194|47163|47162|47434|57185,0,5,,
89572295,57145,Olives,Olea,cutekitten,https://inaturalist-open-data.s3.amazonaws.com/photos/147930951/medium.jpg,genus,47733,47126|211194|47124|48151|47733|57145,0,3,,
82759911,52842,Chamomiles,Anthemis,audrey2,https://inaturalist-open-data.s3.amazonaws.com/photos/135857826/medium.jpg,genus,47604,47126|211194|47124|47605|47604|52842,0,1,,
85107346,52836,,Angelica,ivanaviani,https://inaturalist-open-data.s3.amazonaws.com/photos/139975007/medium.jpeg,genus,48699,47126|211194|47124|48700|48699|52836,0,1,,
85098521,52834,everlastings,Anaphalis,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/139952671/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|52834,0,1,,
89743324,52682,bracken family,Dennstaedtiaceae,naturephotosuze,https://static.inaturalist.org/photos/148232415/medium.jpg,family,47754,47126|211194|121943|47754|52682,0,1,,
94098882,52469,hydrangea family,Hydrangeaceae,ms_jadon,https://inaturalist-open-data.s3.amazonaws.com/photos/156054660/medium.jpeg,family,47195,47126|211194|47124|47195|52469,0,2,,
83081209,52485,Holarctic Azures,Celastrina,naturephotosuze,https://static.inaturalist.org/photos/136417157/medium.jpg,genus,47923,1|47120|47158|47157|47923|52485,0,2,,
89733060,52496,Gingers,Zingiberaceae,poonam,https://static.inaturalist.org/photos/148214281/medium.jpg,family,48318,47126|211194|47163|48318|52496,0,1,,
90497874,52572,Devil Scorpions,Vaejovidae,minamer,https://inaturalist-open-data.s3.amazonaws.com/photos/149579197/medium.jpg,family,48894,1|47120|47119|48894|52572,0,7,,
90656245,57938,,Laennecia,andreacala,https://inaturalist-open-data.s3.amazonaws.com/photos/149849066/medium.jpeg,genus,47604,47126|211194|47124|47605|47604|57938,0,3,,
89738970,52590,,Coenonympha,naturephotosuze,https://static.inaturalist.org/photos/148222833/medium.jpg,genus,47922,1|47120|47158|47157|47922|52590,0,3,,
84114692,52601,,Pontederiaceae,accipiter22,https://inaturalist-open-data.s3.amazonaws.com/photos/138215075/medium.jpeg,family,49146,47126|211194|47163|49146|52601,0,1,,
85128966,52615,eelgrasses and surfgrasses,Zosteraceae,johana_penate,https://static.inaturalist.org/photos/140016614/medium.jpg,family,48073,47126|211194|47163|48073|52615,0,4,,
86078641,57933,goldenbushes,Ericameria,alligatorlizard,https://inaturalist-open-data.s3.amazonaws.com/photos/141741106/medium.jpg,genus,47604,47126|211194|47124|47605|47604|57933,0,4,,
89852422,52642,rushes,Juncaceae,tjhastings,https://static.inaturalist.org/photos/148422776/medium.jpg,family,47162,47126|211194|47163|47162|52642,0,5,,
89719572,52679,polypody family,Polypodiaceae,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/148188783/medium.jpeg,family,47754,47126|211194|121943|47754|52679,0,2,,
89719572,52680,polypody ferns,Polypodium,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/148188783/medium.jpeg,genus,52679,47126|211194|121943|47754|52679|52680,0,1,,
89743324,52683,brackens,Pteridium,naturephotosuze,https://static.inaturalist.org/photos/148232415/medium.jpg,genus,52682,47126|211194|121943|47754|52682|52683,0,1,,
88004234,52803,,Melica,kirsten_opstad,https://static.inaturalist.org/photos/145151276/medium.jpg,genus,47434,47126|211194|47163|47162|47434|52803,0,1,,
86761972,57886,,Marsileaceae,me-jayn,https://static.inaturalist.org/photos/142984232/medium.jpeg,family,332905,47126|211194|121943|332905|57886,0,1,,
87920981,57843,Burrowing Bugs,Cydnidae,stonebird,https://inaturalist-open-data.s3.amazonaws.com/photos/145006323/medium.jpg,family,47744,1|47120|47158|47744|57843,0,1,,
89113736,57804,Stilt Bugs,Berytidae,naturephotosuze,https://static.inaturalist.org/photos/147116978/medium.jpg,family,47744,1|47120|47158|47744|57804,0,1,,
87511110,57777,,Rhodomelaceae,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291306/medium.jpg,family,57776,47126|57774|57775|57776|57777,0,1,,
84381298,52715,Pampas grasses,Cortaderia,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/138679820/medium.jpeg,genus,47434,47126|211194|47163|47162|47434|52715,0,2,,
86322861,5273,Elanus Kites,Elanus,stonebird,https://inaturalist-open-data.s3.amazonaws.com/photos/142190097/medium.jpg,genus,5067,1|2|3|71261|5067|5273,0,6,,
87511110,57776,,Ceramiales,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291306/medium.jpg,order,57775,47126|57774|57775|57776,0,1,,
87759413,57775,Florideophycean algae,Florideophyceae,sara_medina,https://inaturalist-open-data.s3.amazonaws.com/photos/144723943/medium.jpeg,class,57774,47126|57774|57775,0,12,,
94481222,52756,Umbrella Paper Wasps,Polistes,sarahorior,https://inaturalist-open-data.s3.amazonaws.com/photos/156731657/medium.jpg,genus,52747,1|47120|47158|47201|52747|52756,0,49,,
90076424,52777,"Mason, Leafcutter, Carder, and Resin Bees",Megachilidae,naturephotosuze,https://static.inaturalist.org/photos/148820970/medium.jpg,family,47201,1|47120|47158|47201|52777,0,59,,
84389072,52800,Ryegrasses,Lolium,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/138694479/medium.jpeg,genus,47434,47126|211194|47163|47162|47434|52800,0,3,,
90113398,57682,Common Digger Bees,Anthophora,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/148890909/medium.jpg,genus,47221,1|47120|47158|47201|47221|57682,0,9,,
89738584,48036,,Strongylocentrotus,redrovertracy,https://inaturalist-open-data.s3.amazonaws.com/photos/148225042/medium.jpeg,genus,48037,1|47549|47548|85508|48037|48036,0,7,,
86792872,61845,False Blister Beetles,Oedemeridae,jane_downer,https://static.inaturalist.org/photos/143042428/medium.jpg,family,47208,1|47120|47158|47208|61845,0,1,,
90314431,24253,Chorus Frogs,Pseudacris,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149250072/medium.jpeg,genus,23540,1|2|20978|20979|23540|24253,0,29,,
87611047,7073,Typical Stifftails,Oxyura,isidro732,https://inaturalist-open-data.s3.amazonaws.com/photos/144460041/medium.jpeg,genus,6912,1|2|3|6888|6912|7073,0,10,,
90038621,70233,"woodsorrels, quandongs, and allies",Oxalidales,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148752883/medium.jpeg,order,47124,47126|211194|47124|70233,0,48,,
89284308,70204,,Alucita,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/147427102/medium.jpg,genus,48148,1|47120|47158|47157|48148|70204,0,1,,
92725078,3438,Zenaida Doves,Zenaida,jennbastian,https://static.inaturalist.org/photos/153573166/medium.jpg,genus,2715,1|2|3|2708|2715|3438,0,126,,
89919253,34434,House Geckos,Hemidactylus,botanicgirl,https://inaturalist-open-data.s3.amazonaws.com/photos/148540772/medium.jpg,genus,33177,1|2|26036|26172|33177|34434,0,1,,
88059296,70152,,Calliphora,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/145248655/medium.jpg,genus,61860,1|47120|47158|47822|61860|70152,0,4,,
87511126,345164,,Petrospongium,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291474/medium.jpg,genus,1267520,48222|48221|48220|117795|1267520|345164,0,1,,
85538561,345466,,Polycaon,manidae,https://static.inaturalist.org/photos/140752645/medium.jpg,genus,47625,1|47120|47158|47208|47625|345466,0,2,,
84522972,345849,,Sphaeropleales,jordanburkhardt,https://static.inaturalist.org/photos/138932971/medium.jpg,order,59713,47126|50863|59713|345849,0,6,,
85568721,70131,,Sphinx,misstak,https://inaturalist-open-data.s3.amazonaws.com/photos/140809876/medium.jpg,genus,47213,1|47120|47158|47157|47213|70131,0,1,,
84941122,346304,,Acmaeodera latiflava,naturephotosuze,https://static.inaturalist.org/photos/139673916/medium.jpg,species,886834,1|47120|47158|47208|54964|886834|346304,0,1,,
87791047,70058,,Agrilus,naturephotosuze,https://static.inaturalist.org/photos/144776070/medium.jpg,genus,54964,1|47120|47158|47208|54964|70058,0,10,,
90209378,349368,Eremiaphilid Mantises,Eremiaphilidae,naturephotosuze,https://static.inaturalist.org/photos/149061961/medium.jpg,family,48112,1|47120|47158|48112|349368,0,7,,
83317034,69999,,Nucella,alligatorlizard,https://inaturalist-open-data.s3.amazonaws.com/photos/136824940/medium.jpg,genus,50766,1|47115|47114|48289|50766|69999,0,1,,
85950876,69988,,Cryptocephalus,looking4salvia,https://inaturalist-open-data.s3.amazonaws.com/photos/141508625/medium.jpg,genus,51146,1|47120|47158|47208|51146|69988,0,1,,
90815309,35360,Wall Lizards,Lacertidae,caltowhee,https://inaturalist-open-data.s3.amazonaws.com/photos/150126319/medium.jpeg,family,26172,1|2|26036|26172|35360,0,3,,
90214303,69968,rust fungi,Pucciniales,naturephotosuze,https://static.inaturalist.org/photos/149069945/medium.jpg,order,69967,47170|47169|69967|69968,0,7,,
90815309,35526,,Podarcis,caltowhee,https://inaturalist-open-data.s3.amazonaws.com/photos/150126319/medium.jpeg,genus,35360,1|2|26036|26172|35360|35526,0,3,,
94292453,355462,,Ceroxys,mickeylong,https://inaturalist-open-data.s3.amazonaws.com/photos/156401890/medium.jpeg,genus,125458,1|47120|47158|47822|125458|355462,0,1,,
90214303,69967,,Pucciniomycetes,naturephotosuze,https://static.inaturalist.org/photos/149069945/medium.jpg,class,47169,47170|47169|69967,0,7,,
85128125,69847,,Pentidotea,lateira_haynes,https://static.inaturalist.org/photos/140012953/medium.jpg,genus,48581,1|47120|47187|48147|48581|69847,0,1,,
86678902,358494,,Tanaops,naturephotosuze,https://static.inaturalist.org/photos/142833081/medium.jpg,genus,82067,1|47120|47158|47208|82067|358494,0,4,,
89958422,69821,Cedars,Cedrus,naturephotosuze,https://static.inaturalist.org/photos/148605909/medium.jpg,genus,47562,47126|211194|136329|47375|47562|69821,0,1,,
90330454,69819,privets,Ligustrum,perrypetrich,https://static.inaturalist.org/photos/149279327/medium.jpg,genus,47733,47126|211194|47124|48151|47733|69819,0,2,,
97386721,36074,Phrynosomatid Lizards,Phrynosomatidae,loganc516,https://inaturalist-open-data.s3.amazonaws.com/photos/161953734/medium.jpg,family,26172,1|2|26036|26172|36074,0,384,,
90466436,36090,Side-blotched lizards,Uta,andrewl,https://inaturalist-open-data.s3.amazonaws.com/photos/149517062/medium.jpeg,genus,36074,1|2|26036|26172|36074|36090,0,38,,
83883036,69778,Encyrtid Wasps,Encyrtidae,woodillj,https://inaturalist-open-data.s3.amazonaws.com/photos/137804452/medium.jpeg,family,47201,1|47120|47158|47201|69778,0,1,,
89987689,69758,Earthworms,Lumbricidae,naturephotosuze,https://static.inaturalist.org/photos/148661580/medium.jpg,family,69755,1|47491|63089|69755|69758,0,3,,
82471129,70279,Yellowwood family,Podocarpaceae,mfestrada,https://inaturalist-open-data.s3.amazonaws.com/photos/135359096/medium.jpg,family,47375,47126|211194|136329|47375|70279,0,1,,
91127962,7086,Black Geese,Branta,madiblaney,https://inaturalist-open-data.s3.amazonaws.com/photos/150685296/medium.jpeg,genus,6912,1|2|3|6888|6912|7086,0,37,,
87624113,48009,Small Mayflies,Baetidae,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/144485544/medium.jpg,family,48011,1|47120|47158|48011|48009,0,2,,
82105732,335750,,Dioxyna,jordanburkhardt,https://static.inaturalist.org/photos/134729154/medium.jpg,genus,47990,1|47120|47158|47822|47990|335750,0,2,,
83709271,322139,,Lopidea,andy71,https://inaturalist-open-data.s3.amazonaws.com/photos/137503811/medium.jpeg,genus,53505,1|47120|47158|47744|53505|322139,0,1,,
89368336,322379,,Agriolimacidae,naturadom,https://inaturalist-open-data.s3.amazonaws.com/photos/147569991/medium.jpg,family,47485,1|47115|47114|47485|322379,0,4,,
84781448,322945,,Oxycarenus,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/139384608/medium.jpg,genus,453211,1|47120|47158|47744|453211|322945,0,1,,
90302619,32409,North American Legless Lizards,Anniella,flatworm,https://inaturalist-open-data.s3.amazonaws.com/photos/149229799/medium.jpg,genus,31888,1|2|26036|26172|31888|32409,0,2,,
88764428,324222,,Supella,aaria_tak,https://static.inaturalist.org/photos/146498990/medium.jpeg,genus,461451,1|47120|47158|81769|461451|324222,0,1,,
86211474,32435,Threadsnakes,Leptotyphlopidae,glhans,https://inaturalist-open-data.s3.amazonaws.com/photos/141984776/medium.jpg,family,26172,1|2|26036|26172|32435,0,1,,
89741115,324542,,Ruditapes,redrovertracy,https://inaturalist-open-data.s3.amazonaws.com/photos/148229219/medium.jpeg,genus,50588,1|47115|47584|50586|50588|324542,0,1,,
90174387,71305,Cardinals and Allies,Cardinalidae,naturalpics,https://static.inaturalist.org/photos/148999136/medium.jpeg,family,7251,1|2|3|7251|71305,0,12,,
90852862,7129,African and Mascarene Sheldgeese,Alopochen,kgerner,https://inaturalist-open-data.s3.amazonaws.com/photos/150194899/medium.jpeg,genus,6912,1|2|3|6888|6912|7129,0,36,,
89982419,326213,,Narnia,naturephotosuze,https://static.inaturalist.org/photos/148650769/medium.jpg,genus,51777,1|47120|47158|47744|51777|326213,0,4,,
90194949,71289,"saxifrages, stonecrops, and allies",Saxifragales,jhchapman,https://static.inaturalist.org/photos/149101085/medium.jpeg,order,47124,47126|211194|47124|71289,0,35,,
89985928,71281,,Cucurbitales,jordanburkhardt,https://static.inaturalist.org/photos/148661958/medium.jpg,order,47124,47126|211194|47124|71281,0,40,,
92517465,71275,"mustards, capers, and allies",Brassicales,brandonwsmacdonald,https://inaturalist-open-data.s3.amazonaws.com/photos/153198522/medium.jpg,order,47124,47126|211194|47124|71275,0,116,,
92497679,71268,"Gannets, Cormorants, and Allies",Suliformes,velodrome,https://inaturalist-open-data.s3.amazonaws.com/photos/153162252/medium.jpeg,order,3,1|2|3|71268,0,62,,
86198223,327570,,Brevicoryne,kateymoroneso,https://static.inaturalist.org/photos/141960156/medium.jpg,genus,52381,1|47120|47158|47744|52381|327570,0,1,,
83733604,328266,,Fuscoporia,wrenwick,https://inaturalist-open-data.s3.amazonaws.com/photos/137549133/medium.jpg,genus,57518,47170|47169|50814|57519|57518|328266,0,1,,
87511134,328969,,Taliepus,yetikat,https://inaturalist-open-data.s3.amazonaws.com/photos/144291532/medium.jpg,genus,49724,1|47120|47187|47186|49724|328969,0,2,,
82764154,329765,,Phytoliriomyza,nancyb398,https://inaturalist-open-data.s3.amazonaws.com/photos/135859921/medium.jpg,genus,48086,1|47120|47158|47822|48086|329765,0,1,,
89919253,33177,Typical Geckos,Gekkonidae,botanicgirl,https://inaturalist-open-data.s3.amazonaws.com/photos/148540772/medium.jpg,family,26172,1|2|26036|26172|33177,0,1,,
88470807,332905,,Salviniales,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/145971676/medium.jpg,order,121943,47126|211194|121943|332905,0,4,,
88972876,332906,Tree Ferns and Allies,Cyatheales,sacnasatucla,https://inaturalist-open-data.s3.amazonaws.com/photos/146871007/medium.jpg,order,121943,47126|211194|121943|332906,0,2,,
86792872,333725,,Copidita,jane_downer,https://static.inaturalist.org/photos/143042428/medium.jpg,genus,61845,1|47120|47158|47208|61845|333725,0,1,,
87007721,335017,,Archirhoe,comicboy,https://inaturalist-open-data.s3.amazonaws.com/photos/143432857/medium.jpg,genus,49530,1|47120|47158|47157|49530|335017,0,1,,
84522789,335441,,Aspidiscidae,jordanburkhardt,https://static.inaturalist.org/photos/138932522/medium.jpg,family,152470,48222|118996|152071|152470|335441,0,3,,
90211523,7118,Muscovy Ducks,Cairina,naturephotosuze,https://static.inaturalist.org/photos/149065292/medium.jpg,genus,6912,1|2|3|6888|6912|7118,0,15,,
86912557,7105,Wood and Mandarin Ducks,Aix,ilanasf,https://inaturalist-open-data.s3.amazonaws.com/photos/143325288/medium.jpg,genus,6912,1|2|3|6888|6912|7105,0,3,,
84172653,71003,,Diplolepis,andreacala,https://inaturalist-open-data.s3.amazonaws.com/photos/138317532/medium.jpeg,genus,55594,1|47120|47158|47201|55594|71003,0,1,,
89987689,69755,,Haplotaxida,naturephotosuze,https://static.inaturalist.org/photos/148661580/medium.jpg,order,63089,1|47491|63089|69755,0,3,,
90365478,362842,,Paranoplium,alisonsimard,https://static.inaturalist.org/photos/149344605/medium.jpeg,genus,47961,1|47120|47158|47208|47961|362842,0,2,,
89743955,69745,,Chrysanthrax,naturephotosuze,https://static.inaturalist.org/photos/148233924/medium.jpg,genus,51558,1|47120|47158|47822|51558|69745,0,14,,
89789432,36299,Horned Lizards,Phrynosoma,brenna3,https://static.inaturalist.org/photos/148314353/medium.jpeg,genus,36074,1|2|26036|26172|36074|36299,0,1,,
89712124,3946,Godwits,Limosa,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/148171522/medium.jpeg,genus,3835,1|2|3|67561|3835|3946,0,4,,
89557053,39539,Softshell and Flapshell Turtles,Trionychidae,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147903232/medium.jpeg,family,39532,1|2|26036|39532|39539,0,6,,
88697981,68812,Melania Snails,Thiaridae,jordanburkhardt,https://static.inaturalist.org/photos/146379357/medium.jpg,family,47114,1|47115|47114|68812,0,3,,
89557053,39555,American Softshells,Apalone,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147903232/medium.jpeg,genus,39539,1|2|26036|39532|39539|39555,0,6,,
92423821,68789,Kelps,Laminariales,randrew706,https://inaturalist-open-data.s3.amazonaws.com/photos/153032164/medium.jpg,order,48220,48222|48221|48220|68789,0,16,,
91814937,3957,Phalaropes,Phalaropus,markanthonycampoy,https://inaturalist-open-data.s3.amazonaws.com/photos/151933695/medium.jpeg,genus,3835,1|2|3|67561|3835|3957,0,5,,
90853436,3977,Common and Spotted Sandpipers,Actitis,kgerner,https://inaturalist-open-data.s3.amazonaws.com/photos/150196678/medium.jpeg,genus,3835,1|2|3|67561|3835|3977,0,16,,
90508399,39776,Sliders,Trachemys,outdoorsygal,https://inaturalist-open-data.s3.amazonaws.com/photos/149598812/medium.jpg,genus,39760,1|2|26036|39532|39760|39776,0,54,,
88736701,39820,Cooters,Pseudemys,elizabethjeanyounce,https://static.inaturalist.org/photos/146447190/medium.jpeg,genus,39760,1|2|26036|39532|39760|39820,0,1,,
86361515,68685,,Cassia,mdenny55,https://inaturalist-open-data.s3.amazonaws.com/photos/149548012/medium.jpeg,genus,47122,47126|211194|47124|47123|47122|68685,0,2,,
86339512,39844,Map Turtles,Graptemys,biodiversitylearner,https://inaturalist-open-data.s3.amazonaws.com/photos/142219842/medium.jpeg,genus,39760,1|2|26036|39532|39760|39844,0,1,,
89557070,39886,"Eurasian Pond, River, and Neotropical Wood Turtles",Geoemydidae,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147903373/medium.jpeg,family,39532,1|2|26036|39532|39886,0,1,,
88345975,3996,,Phainopepla,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/145754793/medium.jpeg,genus,367708,1|2|3|7251|367708|3996,0,8,,
89557070,39967,,Mauremys,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/147903373/medium.jpeg,genus,39886,1|2|26036|39532|39886|39967,0,1,,
90466481,4,"Cranes, Rails, and Allies",Gruiformes,andrewl,https://inaturalist-open-data.s3.amazonaws.com/photos/149517598/medium.jpeg,order,3,1|2|3|4,0,34,,
87457681,4020,Shearwaters and Petrels,Procellariidae,kimssight,https://static.inaturalist.org/photos/144193844/medium.jpg,family,67565,1|2|3|67565|4020,0,2,,
89599254,40268,Bats,Chiroptera,bradrumble,https://inaturalist-open-data.s3.amazonaws.com/photos/147979787/medium.jpg,order,40151,1|2|40151|40268,0,2,,
84146299,68617,,Hildenbrandiaceae,lalas_song66,https://inaturalist-open-data.s3.amazonaws.com/photos/138271397/medium.jpeg,family,68616,47126|57774|57775|68616|68617,0,1,,
84146299,68616,,Hildenbrandiales,lalas_song66,https://inaturalist-open-data.s3.amazonaws.com/photos/138271397/medium.jpeg,order,57775,47126|57774|57775|68616,0,1,,
92519883,41573,Carnivorans,Carnivora,jennbastian,https://static.inaturalist.org/photos/153202928/medium.jpg,order,40151,1|2|40151|41573,0,101,,
88285024,416512,,Hymenogastraceae,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/145650400/medium.jpeg,family,47167,47170|47169|50814|47167|416512,0,3,,
88476706,41660,"Raccoons, Coatis, and Allies",Procyonidae,wxynez,https://inaturalist-open-data.s3.amazonaws.com/photos/145983681/medium.jpg,family,41573,1|2|40151|41573|41660,0,12,,
88476706,41661,Raccoons,Procyon,wxynez,https://inaturalist-open-data.s3.amazonaws.com/photos/145983681/medium.jpg,genus,41660,1|2|40151|41573|41660|41661,0,12,,
87825421,416721,Trachelid Spiders,Trachelidae,nicaea7,https://inaturalist-open-data.s3.amazonaws.com/photos/144844898/medium.jpeg,family,47118,1|47120|47119|47118|416721,0,1,,
89505373,41687,Earless Seals,Phocidae,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/147815198/medium.jpg,family,41573,1|2|40151|41573|41687,0,2,,
89505373,41707,,Phoca,jmorton,https://inaturalist-open-data.s3.amazonaws.com/photos/147815198/medium.jpg,genus,41687,1|2|40151|41573|41687|41707,0,2,,
88992829,68539,desert marigolds,Baileya,naturephotosuze,https://static.inaturalist.org/photos/146904274/medium.jpg,genus,47604,47126|211194|47124|47605|47604|68539,0,2,,
89973908,68864,Long-waisted Paper Wasps,Mischocyttarus,naturephotosuze,https://static.inaturalist.org/photos/148634001/medium.jpg,genus,52747,1|47120|47158|47201|52747|68864,0,2,,
90282828,3937,Turnstones,Arenaria,michele38,https://inaturalist-open-data.s3.amazonaws.com/photos/149193072/medium.jpeg,genus,3835,1|2|3|67561|3835|3937,0,12,,
91127962,6888,Waterfowl,Anseriformes,madiblaney,https://inaturalist-open-data.s3.amazonaws.com/photos/150685296/medium.jpeg,order,3,1|2|3|6888,0,265,,
89868428,69201,,Dysdera,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/148452088/medium.jpg,genus,69200,1|47120|47119|47118|69200|69201,0,4,,
88080426,69731,,Coelocnemis,mmchale,https://inaturalist-open-data.s3.amazonaws.com/photos/145287960/medium.jpg,genus,53816,1|47120|47158|47208|53816|69731,0,1,,
87481601,69660,,Cimex,jendefran,https://inaturalist-open-data.s3.amazonaws.com/photos/144237822/medium.jpg,genus,53667,1|47120|47158|47744|53667|69660,0,1,,
89234783,366269,,Dioprosopa,scubabruin,https://inaturalist-open-data.s3.amazonaws.com/photos/147337891/medium.jpg,genus,49995,1|47120|47158|47822|49995|366269,0,4,,
92423913,366285,,Cerithideopsis,randrew706,https://inaturalist-open-data.s3.amazonaws.com/photos/153032362/medium.jpg,genus,68129,1|47115|47114|68129|366285,0,5,,
88065021,367567,Psittacara Parakeets,Psittacara,amendia7,https://static.inaturalist.org/photos/145258999/medium.jpeg,genus,18875,1|2|3|18874|18875|367567,0,2,,
88345975,367708,Silky-flycatchers,Ptiliogonatidae,a_wandering_ecologist,https://inaturalist-open-data.s3.amazonaws.com/photos/145754793/medium.jpeg,family,7251,1|2|3|7251|367708,0,8,,
86951067,36982,Skinks,Scincidae,ilanasf,https://inaturalist-open-data.s3.amazonaws.com/photos/143409561/medium.jpg,family,26172,1|2|26036|26172|36982,0,4,,
90308682,69475,,Candelariaceae,ericcleveland,https://inaturalist-open-data.s3.amazonaws.com/photos/149237849/medium.jpeg,family,152550,47170|48250|54743|152550|69475,0,3,,
90656803,370923,,Suleima,andreacala,https://inaturalist-open-data.s3.amazonaws.com/photos/149849679/medium.jpeg,genus,47155,1|47120|47158|47157|47155|370923,0,1,,
