scientific_name,common_name,iconic_taxon_name,taxon_id,has_inat_data
Apiaceae,carrot family,Plantae,48699,True
Xylocopa californica,Western Carpenter,Insecta,57688,True
Grewia,Donkeyberries,Plantae,68716,True
Syringa vulgaris,common lilac,Plantae,83072,True
Osbornellus scalaris,,Insecta,364025,True
Lotus corniculatus,bird's-foot trefoil,Plantae,47435,True
Oxyopes,,Arachnida,83845,True
Inga,,Plantae,48871,True
Salix lasiolepis,Arroyo Willow,Plantae,53452,True
Cyperus eragrostis,tall flatsedge,Plantae,59055,True
Bovista,True Puffballs,Fungi,81948,True
Dolichandra unguis-cati,Catclaw vine,Plantae,584095,True
Euphydryas,,Insecta,50896,True
Scarabaeiformia,Scarabaeiform Beetles,Insecta,702480,True
Anaxyrus boreas,Western Toad,Amphibia,64970,True
Caprimulgidae,Nightjars and Nighthawks,Aves,19376,True
Brephidium exilis,Western Pygmy-Blue,Insecta,53843,True
Annelida,Segmented Worms,Animalia,47491,True
Aphis,,Insecta,55215,True
Tamalia coweni,Manzanita Leafgall Aphid,Insecta,49046,True
Quercus lobata,valley oak,Plantae,49011,True
Monarda citriodora,lemon beebalm,Plantae,122587,True
Acmispon argophyllus,silver bird's-foot trefoil,Plantae,75267,True
Mentzelia laevicaulis,Giant Blazingstar,Plantae,62308,True
Gilia achilleifolia,California gilia,Plantae,51098,True
Cotula coronopifolia,Brass Buttons,Plantae,58812,True
Sphaerophoria sulphuripes,Forked Globetail,Insecta,129893,True
Anisoscelini,,Insecta,464228,True
Chloridea virescens,Tobacco Budworm Moth,Insecta,509353,True
Coprosma,Coprosma,Plantae,70254,True
Allograpta exotica,Exotic Streaktail,Insecta,338310,True
Mythicomyia,,Insecta,335728,True
Tiphiinae,,Insecta,415201,True
Nausigaster unimaculata,Single-spotted Dimpleback,Insecta,478168,True
Perdita,,Insecta,571464,True
Copestylum marginatum,,Insecta,179752,True
Heriades,Armored-Resin bees,Insecta,124222,True
Podagrica,,Insecta,51144,True
Haltichellinae,,Insecta,552014,True
Graphocephala,,Insecta,56924,True
Sciurus griseus,Western Gray Squirrel,Mammalia,46023,True
Agaricaceae,field mushrooms and allies,Fungi,47394,True
Lerodea eufala,Eufala Skipper,Insecta,59195,True
Salix alba,white willow,Plantae,54841,True
Ammopelmatus,North American Jerusalem Crickets,Insecta,86400,True
Cenchrus,Sandburs,Plantae,72039,True
Lotus,bird's-foot trefoils and deervetches,Plantae,47436,True
Rhus aromatica,fragrant sumac,Plantae,58738,True
Mantodea,Mantises,Insecta,48112,True
Silene laciniata,cardinal catchfly,Plantae,62221,True
Myrtoideae,,Plantae,468848,True
Incisitermes minor,Western Drywood Termite,Insecta,296456,True
Plestiodon skiltonianus skiltonianus,Skilton's Skink,Reptilia,115979,True
Boraginaceae,borage family,Plantae,48150,True
Oxyopes scalaris,Western Lynx Spider,Arachnida,209807,True
Polyphaga,"Water, Rove, Scarab, Long-horned, Leaf, and Snout Beetles",Insecta,71130,True
Halictus tripartitus,Tripartite Sweat Bee,Insecta,309390,True
Icerya purchasi,Cottony cushion scale,Insecta,60921,True
Lophostemon confertus,Brush Box,Plantae,135363,True
Commelina benghalensis,tropical spiderwort,Plantae,76425,True
Habronattus,Paradise Spiders,Arachnida,61881,True
Prosopis,mesquites,Plantae,48060,True
Eucerini,Longhorn Bees,Insecta,121514,True
Malus domestica,apple,Plantae,469472,True
Lysimachia foemina,Foemina Pimpernel,Plantae,792216,True
Microcentrum rhombifolium,Greater Anglewing,Insecta,84752,True
Cicadellidae,Typical Leafhoppers,Insecta,53237,True
Philodinidae,,Animalia,245619,True
Oscillatoriales,,,208557,True
Rotifera,Rotifers,Animalia,126917,True
Chroococcales,,,208350,True
Bacteria,bacteria,,67333,True
Oscillatoriaceae,,,208558,True
Euglenozoa,euglenoids,Protozoa,142256,True
Chlorochroa ligata,Conchuela Bug,Insecta,261351,True
Leptuca crenulata,Mexican Fiddler Crab,Animalia,555971,True
Lopidea marginata,Margined Scarlet Plant Bug,Insecta,464989,True
Agrilus blandus,,Insecta,346260,True
Jaumea,,Plantae,60970,True
Portulaca oleracea,Common Purslane,Plantae,58991,True
Ceratina,Small Carpenter Bees,Insecta,155108,True
Melanthaxia,,Insecta,492141,True
Conophorus,,Insecta,202625,True
Mecaphesa,,Arachnida,129662,True
Arctostaphylos,bearberries and manzanitas,Plantae,47179,True
Satyrium saepium,Hedgerow Hairstreak,Insecta,59138,True
Acmaeodera angelica,,Insecta,346287,True
Teloschistales,,Fungi,54755,True
Physciaceae,,Fungi,60717,True
Litoprosopus,,Insecta,177312,True
Amoebozoa,,Protozoa,372735,True
Myriophyllum aquaticum,Parrot's feather,Plantae,60202,True
Eristalinus taeniops,Stripe-eyed Lagoon Fly,Insecta,145540,True
Sorghum halepense,Johnson grass,Plantae,58387,True
Argia moesta,Powdered Dancer,Insecta,94557,True
Callirhytis quercussuttoni,Gouty Stem Gall Wasp,Insecta,205776,True
Steniolia duplicata,,Insecta,143898,True
Dipogon calipterus,,Insecta,317568,True
Texananus,,Insecta,147362,True
Toxomerus marginatus,Margined Calligrapher,Insecta,126889,True
Ischnura,Forktails,Insecta,52054,True
Ischnura cervula,Pacific Forktail,Insecta,62229,True
Odonata,Dragonflies and Damselflies,Insecta,47792,True
Cistothorus palustris,Marsh Wren,Aves,7601,True
Schinus polygama,Chilean pepper tree,Plantae,1117857,True
Eleodes acuticauda,,Insecta,790479,True
Epilobium canum,California fuchsia,Plantae,53051,True
Salvia apiana,white sage,Plantae,64134,True
Gryllodes sigillatus,Tropical House Cricket,Insecta,154340,True
Neoscona oaxacensis,Western Spotted Orbweaver,Arachnida,123713,True
Prionus,,Insecta,59893,True
Vespula pensylvanica,Western Yellowjacket,Insecta,61355,True
Dialictus,Metallic Sweat Bees,Insecta,126545,True
Libellula croceipennis,Neon Skimmer,Insecta,104574,True
Tenebrionidae,Darkling Beetles,Insecta,53816,True
Sylvilagus bachmani,Brush Rabbit,Mammalia,43112,True
Toxostoma redivivum,California Thrasher,Aves,14906,True
Piranga ludoviciana,Western Tanager,Aves,9919,True
Aimophila ruficeps,Rufous-crowned Sparrow,Aves,9958,True
Pseudococcidae,Mealybugs,Insecta,49574,True
Oenothera rosea,rose evening primrose,Plantae,78247,True
Sempervivoideae,,Plantae,889256,True
Medicago polymorpha,bur clover,Plantae,53151,True
Albizia,"Mimosa, silk trees, false-thorns, and allies",Plantae,47451,True
Sceliphron,Black Mud-dauber Wasps,Insecta,121822,True
Trioza brevigenae,Ficus leaf-rolling psyllid,Insecta,506270,True
Anacardioideae,"cashews, sumacs, and allies",Plantae,707807,True
Metaphycus,,Insecta,250176,True
Geranium rotundifolium,Round-leaved Crane's-bill,Plantae,77261,True
Eleodes armata,Armored Stink Beetle,Insecta,358858,True
Torymidae,,Insecta,203199,True
Eumolpinae,,Insecta,357454,True
Mythicomyiidae,Micro Bee Flies,Insecta,447973,True
Pontia protodice,Checkered White,Insecta,59119,True
Efferia,,Insecta,61610,True
Malachiini,,Insecta,460780,True
Loedelia maculicollis,,Insecta,370926,True
Eurytominae,,Insecta,836522,True
Attalus,,Insecta,172938,True
Osmiini,,Insecta,465612,True
Scaphytopius,,Insecta,203279,True
Sphaerophoria contigua,Tufted Globetail,Insecta,335743,True
Lonicera subspicata,Southern Honeysuckle,Plantae,58100,True
Dione vanillae,Gulf Fritillary,Insecta,49150,True
Microcentrum californicum,California Anglewing,Insecta,84426,True
Gnaphosidae,Ground Spiders,Arachnida,50168,True
Vanessa annabella,West Coast Lady,Insecta,50786,True
Herpyllus propinquus,Western Parson Spider,Arachnida,221218,True
Typha domingensis,southern bulrush,Plantae,58392,True
Scarites subterraneus,Big-headed Ground Beetle,Insecta,82724,True
Murgantia histrionica,Harlequin Bug,Insecta,56756,True
Aspidoscelis tigris,Western Whiptail,Reptilia,38671,True
Philodina,,Animalia,247241,True
Tyrannus verticalis,Western Kingbird,Aves,16791,True
Icerya,Cushion Scale Insects,Insecta,60924,True
Diplotaxis,,Insecta,59476,True
Stipeae,needlegrasses and allies,Plantae,715836,True
Lygaeus kalmii kalmii,Western Small Milkweed Bug,Insecta,453928,True
Olea europaea,Olive,Plantae,57140,True
Agapostemon texanus,Texas Striped Sweat Bee,Insecta,133797,True
Pyraustini,,Insecta,892833,True
Collybiopsis subpruinosa,,Fungi,1275363,True
Schinus,peppertrees,Plantae,57355,True
Ficus carica,common fig,Plantae,60218,True
Dasytes,,Insecta,376148,True
Gymnoclytia,,Insecta,322102,True
Hemipenthes,,Insecta,203073,True
Peleteria,,Insecta,62330,True
Pselliopus spinicollis,,Insecta,82028,True
Thevenetimyia celer,,Insecta,454933,True
Stator limbatus,,Insecta,303115,True
Phacelia cicutaria,caterpillar scorpionweed,Plantae,50857,True
Sairocarpus,,Plantae,84745,True
Eublemma,,Insecta,121922,True
Nidulariaceae,bird's nest fungi,Fungi,121439,True
Dimorphotheca fruticosa,trailing African daisy,Plantae,76661,True
Aeronautes saxatalis,White-throated Swift,Aves,6553,True
Lobularia maritima,sweet alyssum,Plantae,56992,True
Gilia,Gilias,Plantae,50837,True
Pyrausta volupialis,Volupial Mint Moth,Insecta,210615,True
Phloeodes diabolicus,Diabolical Ironclad Beetle,Insecta,47590,True
Dicymolomia,,Insecta,173878,True
Myrmeleontini,Pit-trapping Antlions,Insecta,713284,True
Erebinae,,Insecta,122426,True
Cercerini,Weevil Wasps and Allies,Insecta,575002,True
Culicomorpha,Mosquitoes and Midges,Insecta,153429,True
Pyrausta californicalis,California Pyrausta Moth,Insecta,243984,True
Tyrannus,Kingbirds,Aves,16768,True
Pelecanus erythrorhynchos,American White Pelican,Aves,4334,True
Eublemma minima,Everlasting Bud Moth,Insecta,219600,True
Stagmomantis limbata,Arizona Mantis,Insecta,121308,True
Limacodidae,Slug Caterpillar Moths,Insecta,84165,True
Mexacanthina lugubris,Dark Unicorn,Mollusca,292590,True
Cyanophyceae,Blue-green Algae,,196963,True
Ciliophora,Ciliates,Chromista,118996,True
Pennales,Pennate diatoms,Chromista,318459,True
Nolinoideae,,Plantae,508722,True
Cyanocitta,Blue and Steller's Jays,Aves,8228,True
Adineta,,Animalia,907148,True
Vitex agnus-castus,Lilac chaste tree,Plantae,170271,True
Tagetes lunulata,Red-crescent marigold,Plantae,153954,True
Crinum moorei,Natal Swamplily,Plantae,135361,True
Leprus intermedius,Saussure's Blue-winged Grasshopper,Insecta,155259,True
Justicia spicigera,Mexican Honeysuckle,Plantae,164323,True
Corymbia maculata,Spotted Gum,Plantae,417763,True
Elaeodendron croceum,Forest Saffron,Plantae,557692,True
Sida fallax,yellow ʻilima,Plantae,54995,True
Pontederia,,Plantae,52602,True
Phlebodium pseudoaureum,false golden polypody,Plantae,166677,True
Rhapis excelsa,Little Lady Palm,Plantae,283915,True
Berberis aquifolium,Oregon grape,Plantae,126887,True
Ruscus aculeatus,butcher's-broom,Plantae,82904,True
Syzygium jambos,Rose-apple,Plantae,84838,True
Lysimachia nummularia,creeping Jenny,Plantae,51809,True
Cynipoidea,Gall Wasps and Allies,Insecta,55593,True
Poecilanthrax arethusa,,Insecta,259681,True
Paracosmus edwardsii,,Insecta,467559,True
Thysanoptera,Thrips,Insecta,83201,True
Psorthaspis planata,,Insecta,265673,True
Amaranthus palmeri,Palmer's Amaranth,Plantae,75397,True
Asphondylia ceanothi,Ceanothus Bud Gall Midge,Insecta,346051,True
Tipuana tipu,Pride of Bolivia,Plantae,121263,True
Dasineura cercocarpi,,Insecta,625227,True
Collops quadrimaculatus,Four-spotted Collops,Insecta,203323,True
Lonicera interrupta,chaparral honeysuckle,Plantae,60878,True
Cakile maritima,European Searocket,Plantae,60982,True
Pholadidae,Piddocks and Angelwings,Mollusca,117462,True
Hildenbrandia,encrusting red algae,Plantae,68615,True
Pholcus phalangioides,Long-bodied Cellar Spider,Arachnida,67328,True
Diplolepis polita,Spiny Leaf Gall Wasp,Insecta,70990,True
Polypogon viridis,water beard grass,Plantae,64144,True
Symphoricarpos mollis,creeping snowberry,Plantae,53456,True
Sayornis saya,Say's Phoebe,Aves,17009,True
Archilochus alexandri,Black-chinned Hummingbird,Aves,6433,True
Spartium junceum,Spanish Broom,Plantae,47406,True
Salvia mellifera,black sage,Plantae,50643,True
Limenitis lorquini,Lorquin's Admiral,Insecta,50880,True
Pangoniinae,,Insecta,465915,True
Orgyia,,Insecta,49031,True
Erodium botrys,Mediterranean Stork's-bill,Plantae,57090,True
Picidae,Woodpeckers,Aves,17599,True
Persicaria capitata,pink knotweed,Plantae,78451,True
Adelpha californica,California Sister,Insecta,67560,True
Udea rubigalis,Celery Leaftier Moth,Insecta,143615,True
Psocodea,"Barklice, Booklice, and Parasitic Lice",Insecta,83187,True
Thaumatomyia glabra,,Insecta,133767,True
Fringillidae,"Finches, Euphonias, and Allies",Aves,9079,True
Larus,Large White-headed Gulls,Aves,4343,True
Gambusia affinis,Western Mosquitofish,Actinopterygii,59115,True
Bethylidae,Flat wasps,Insecta,203283,True
Cyprinidae,Minnows and Carps,Actinopterygii,49609,True
Polypodiineae,eupolypods I,Plantae,961001,True
Okanagana vanduzeei,,Insecta,176584,True
Salvia rosmarinus,Rosemary,Plantae,636795,True
Actinemys marmorata,Western Pond Turtle,Reptilia,73592,True
Eschscholzia,,Plantae,48226,True
Erigeron sumatrensis,tropical horseweed,Plantae,76943,True
Miltogramminae,Satellite Flies,Insecta,371922,True
Abutilon theophrasti,velvetleaf,Plantae,60214,True
Cryptoporus volvatus,Veiled Polypore,Fungi,118051,True
Casimiroa,,Plantae,209890,True
Verbeneae,,Plantae,936160,True
Penstemon spectabilis,Showy Penstemon,Plantae,78423,True
Mexigonus minutus,,Arachnida,298248,True
Chelostomoides,Nearctic resin bees,Insecta,556258,True
Pantomorus cervinus,Fuller's rose weevil,Insecta,318474,True
Cotinis mutabilis,Figeater Beetle,Insecta,57665,True
Ligyra gazophylax,,Insecta,259609,True
Chenopodiastrum murale,nettle-leaved goosefoot,Plantae,514012,True
Salsola tragus,Prickly Russian Thistle,Plantae,57896,True
Cuscuta californica,California dodder,Plantae,57019,True
Zodariidae,zodariid spiders,Arachnida,48893,True
Hesperiidae,Skippers,Insecta,47653,True
Oxychilus draparnaudi,Draparnaud's Glass Snail,Mollusca,226720,True
Laemostenus complanatus,Cosmopolitan Ground Beetle,Insecta,121025,True
Eupithecia,Pug Moths,Insecta,123096,True
Asparagus aethiopicus,African Asparagus,Plantae,75603,True
Helminthotheca,,Plantae,61907,True
Setaria,foxtails and bristlegrasses,Plantae,50055,True
Iris oratoria,Mediterranean Mantis,Insecta,67437,True
Selasphorus sasin sedentarius,Nonmigratory Allen's Hummingbird,Aves,335675,True
Malvaviscus arboreus,Turk's cap,Plantae,120942,True
Mutillidae,Velvet Ants,Insecta,48511,True
Monardella villosa,Coyote Mint,Plantae,52181,True
Lilium humboldtii,Humboldt's Lily,Plantae,59575,True
Solanum rostratum,buffalo-bur,Plantae,62642,True
Harpephyllum,,Plantae,321316,True
Linepithema humile,Argentine Ant,Insecta,68165,True
Asparagus setaceus,Common Asparagus Fern,Plantae,75604,True
Phoebis sennae,Cloudless Sulphur,Insecta,48550,True
Disphyma,Ice Plant,Plantae,129733,True
Panaeolus fimicola,Turf Mottlegill,Fungi,351673,True
Genista linifolia,needle-leaved broom,Plantae,77238,True
Croton,Crotons,Plantae,53165,True
Washingtonia robusta,Mexican Fan Palm,Plantae,79521,True
Oloptum miliaceum,Smilo Grass,Plantae,524183,True
Armadillidiidae,Pill Woodlice,Animalia,48296,True
Helminthotheca echioides,bristly oxtongue,Plantae,61906,True
Polites sabuleti,Sandhill Skipper,Insecta,59192,True
Pantala flavescens,Wandering Glider,Insecta,108344,True
Diadophis punctatus modestus,San Bernardino Ringneck Snake,Reptilia,26593,True
Homoeosoma electella,American Sunflower Moth,Insecta,343382,True
Plodia interpunctella,Indian-Meal Moth,Insecta,124184,True
Stephanomeria diegensis,San Diego Wirelettuce,Plantae,79214,True
Buteo jamaicensis calurus,Western Red-tailed Hawk,Aves,336654,True
Genista monspessulana,French broom,Plantae,53403,True
Elegia tectorum,Cape Thatching Reed,Plantae,431783,True
Phytolacca,Pokeberries,Plantae,48601,True
Dermaptera,Earwigs,Insecta,47793,True
Zea,Corns and Teosintes,Plantae,48449,True
Sorghum,"Johnsongrasses, milos, sudangrasses, and allies",Plantae,58388,True
Malephora crocea,coppery mesemb,Plantae,77946,True
Proteaceae,Protea family,Plantae,64517,True
Steatoda triangulosa,Triangulate Combfoot,Arachnida,81579,True
Pentas lanceolata,Egyptian Star-cluster,Plantae,68317,True
Cerithideopsis californica,California Horn Snail,Mollusca,470678,True
Cynodon dactylon,Bermuda grass,Plantae,58371,True
Euphorbia graminea,Grassleaf Spurge,Plantae,162826,True
Uloborus diversus,,Arachnida,244424,True
Apidae,"Honey Bees, Bumble Bees, and Allies",Insecta,47221,True
Nicandra physalodes,apple-of-Peru,Plantae,78217,True
Phacelia,Scorpionweeds,Plantae,49347,True
Brachychiton populneus,kurrajong,Plantae,349248,True
Amygdaloideae,,Plantae,922110,True
Scyphophorus,,Insecta,81955,True
Lineodes integra,Eggplant Leafroller Moth,Insecta,143037,True
Oedaleonotus,,Insecta,153315,True
Penstemon centranthifolius,scarlet bugler,Plantae,56752,True
Fulgoroidea,Planthoppers,Insecta,52073,True
Malvella leprosa,alkali mallow,Plantae,58203,True
Cyclospermum leptophyllum,Marsh parsley,Plantae,76563,True
Modiola caroliniana,Carolina Bristlemallow,Plantae,78087,True
Taraxacum erythrospermum,red-seeded dandelion,Plantae,79317,True
Tribulus terrestris,puncture vine,Plantae,64238,True
Convolvulus arvensis,field bindweed,Plantae,53021,True
Gelechioidea,Curved-horn Moths,Insecta,55518,True
Charophyta,charophyte algae,Plantae,311313,True
Aspidisca,,Chromista,335442,True
Desmodesmus,,Plantae,326269,True
Mougeotia,,Plantae,202618,True
Scenedesmaceae,,Plantae,200872,True
Protozoa,protozoans,Protozoa,47686,True
Vorticellidae,Vorticellidae,Chromista,121592,True
Thalassiosirales,,Chromista,152275,True
Melosira varians,,Chromista,325515,True
Phaeoschizochlamys,,Chromista,1272885,True
Aristolochia gigantea,Brazilian Dutchman's Pipe,Plantae,71036,True
Eulobus californicus,California primrose,Plantae,77107,True
Dichondra,ponysfoots,Plantae,61178,True
Melissodes,,Insecta,571345,True
Fuligo septica,Dog Vomit Slime Mold,Protozoa,55483,True
Okanagana,Whip Cicadas,Insecta,176578,True
Jacaranda,jacarandas,Plantae,72197,True
Dendromecon rigida,Bush Poppy,Plantae,58224,True
Clarkia,,Plantae,47789,True
Clarkia amoena,farewell-to-spring,Plantae,61048,True
Urobatis halleri,Haller's Round Ray,Animalia,114782,True
Culicinae,Culicine Mosquitoes,Insecta,357355,True
Cenchrus clandestinus,Kikuyu Grass,Plantae,60298,True
Hemerobiiformia,Lacewings and Allies,Insecta,483236,True
Quercus ilex,Holm oak,Plantae,78805,True
Asclepias curassavica,tropical milkweed,Plantae,75602,True
Malvacea,,Plantae,742880,True
Lunularia cruciata,Crescent-cup liverwort,Plantae,55703,True
Entomobryomorpha,Elongate Springtails,Animalia,83224,True
Cupaniopsis,tuckeroos,Plantae,157055,True
Clepsis peritana,Garden Tortrix,Insecta,132789,True
Grewia occidentalis,Crossberry,Plantae,334567,True
Opuntia fragilis,Brittle Pricklypear,Plantae,62474,True
Leucanthemum maximum,Shasta Daisy,Plantae,77719,True
Casuarina equisetifolia,Beach Sheoak,Plantae,62888,True
Scolytini,Typical Bark Beetles,Insecta,373796,True
Calendula officinalis,pot marigold,Plantae,75931,True
Tropaeolum majus,Nasturtium,Plantae,54329,True
Argyranthemum frutescens,Marguerite daisy,Plantae,181635,True
Scutigera coleoptrata,House Centipede,Animalia,49552,True
Myiarchus cinerascens,Ash-throated Flycatcher,Aves,16010,True
Theridion,Tangleweb Spiders,Arachnida,82081,True
Arphia ramona,California Orange-winged Grasshopper,Insecta,54247,True
Holocnemus pluchei,Marbled Cellar Spider,Arachnida,211210,True
Thryomanes bewickii,Bewick's Wren,Aves,7576,True
Bombus californicus,California Bumble Bee,Insecta,124420,True
Megachile montivaga,Silver-tailed Petalcutter Bee,Insecta,199130,True
Melissodes,,Insecta,52781,True
