taxon_id,common_name,scientific_name,rank,parent_id,taxon_ids
55882,common ivy,Hedera helix,species,55883,47126|211194|47124|48700|52849|55883|55882
52818,yarrows,Achillea,genus,47604,47126|211194|47124|47605|47604|52818
82110,Allegheny blackberry,Rubus allegheniensis,species,47544,47126|211194|47124|47132|47148|47544|82110
67858,,Hypnales,order,48372,47126|311249|48372|67858
123646,,Entodontaceae,family,67858,47126|311249|48372|67858|123646
128030,,Entodon,genus,123646,47126|311249|48372|67858|123646|128030
128029,seductive entodon moss,Entodon seductrix,species,128030,47126|311249|48372|67858|123646|128030|128029
56165,mulleins,Verbascum,genus,47151,47126|211194|47124|48151|47151|56165
59029,great mullein,Verbascum thapsus,species,56165,47126|211194|47124|48151|47151|56165|59029
49996,Root-maggot Flies,Anthomyiidae,family,47822,1|47120|47158|47822|49996
56166,spotted lady's thumb,Persicaria maculosa,species,61787,47126|211194|47124|47366|48382|61787|56166
84772,slender yellow woodsorrel,Oxalis dillenii,species,47758,47126|211194|47124|70233|47759|47758|84772
48294,Philosciid Woodlice,Philosciidae,family,48147,1|47120|47187|48147|48294
48293,,Philoscia,genus,48294,1|47120|47187|48147|48294|48293
48292,Common Striped Woodlouse,Philoscia muscorum,species,48293,1|47120|47187|48147|48294|48293|48292
48600,Pokeweed Family,Phytolaccaceae,family,47366,47126|211194|47124|47366|48600
48601,Pokeberries,Phytolacca,genus,48600,47126|211194|47124|47366|48600|48601
48599,American pokeweed,Phytolacca americana,species,48601,47126|211194|47124|47366|48600|48601|48599
48253,thujas,Thuja,genus,47374,47126|211194|136329|47375|47374|48253
47556,yew family,Taxaceae,family,47375,47126|211194|136329|47375|47556
47555,yews,Taxus,genus,47556,47126|211194|136329|47375|47556|47555
54262,firs,Abies,genus,47562,47126|211194|136329|47375|47562|54262
52765,self-heals,Prunella,genus,48623,47126|211194|47124|48151|48623|52765
52764,common selfheal,Prunella vulgaris,species,52765,47126|211194|47124|48151|48623|52765|52764
47791,"myrtles, evening primroses, and allies",Myrtales,order,47124,47126|211194|47124|47791
47790,evening primrose family,Onagraceae,family,47791,47126|211194|47124|47791|47790
48626,"evening primroses, sundrops, and beeblossoms",Oenothera,genus,47790,47126|211194|47124|47791|47790|48626
861033,white oaks,Quercus,section,47851,47126|211194|47124|47853|47852|47851|861033
129799,,Platycladus,genus,47374,47126|211194|136329|47375|47374|129799
135659,Chinese arborvitae,Platycladus orientalis,species,129799,47126|211194|136329|47375|47374|129799|135659
117951,greenshield lichens,Flavoparmelia,genus,54321,47170|48250|54743|48327|54321|117951
148365,rock greenshield lichen,Flavoparmelia baltimorensis,species,117951,47170|48250|54743|48327|54321|117951|148365
244834,Formicine Ants,Formicinae,subfamily,47336,1|47120|47158|47201|47336|244834
47362,dogbane family,Apocynaceae,family,47363,47126|211194|47124|47363|47362
56062,Garlic mustards,Alliaria,genus,47204,47126|211194|47124|71275|47204|56062
56061,garlic mustard,Alliaria petiolata,species,56062,47126|211194|47124|71275|47204|56062|56061
56193,field maple,Acer campestre,species,47727,47126|211194|47124|47729|58321|47727|56193
152550,,Candelariales,order,54743,47170|48250|54743|152550
69475,,Candelariaceae,family,152550,47170|48250|54743|152550|69475
69468,Candleflame Lichens,Candelaria,genus,69475,47170|48250|54743|152550|69475|69468
69430,Candleflame Lichen,Candelaria concolor,species,69468,47170|48250|54743|152550|69475|69468|69430
154214,,Blatta,genus,82232,1|47120|47158|81769|82232|154214
154213,Oriental Cockroach,Blatta orientalis,species,154214,1|47120|47158|81769|82232|154214|154213
54781,bur oak,Quercus macrocarpa,species,47851,47126|211194|47124|47853|47852|47851|54781
47203,Pepperweeds,Lepidium,genus,47204,47126|211194|47124|71275|47204|47203
77676,Virginia pepperweed,Lepidium virginicum,species,47203,47126|211194|47124|71275|47204|47203|77676
77206,Hedge Bedstraw,Galium mollugo,species,53060,47126|211194|47124|47363|47693|53060|77206
71982,,Arenaria,genus,48567,47126|211194|47124|47366|48567|71982
75553,Thyme-leaved Sandwort,Arenaria serpyllifolia,species,71982,47126|211194|47124|47366|48567|71982|75553
49006,black oak,Quercus velutina,species,47851,47126|211194|47124|47853|47852|47851|49006
48527,honeysuckle family,Caprifoliaceae,family,48526,47126|211194|47124|48526|48527
51874,honeysuckles,Lonicera,genus,48527,47126|211194|47124|48526|48527|51874
77835,Japanese honeysuckle,Lonicera japonica,species,51874,47126|211194|47124|48526|48527|51874|77835
143803,low smartweed,Persicaria longiseta,species,61787,47126|211194|47124|47366|48382|61787|143803
273332,,Avenella,genus,47434,47126|211194|47163|47162|47434|273332
288069,wavy hair-grass,Avenella flexuosa,species,273332,47126|211194|47163|47162|47434|273332|288069
49155,birch family,Betulaceae,family,47853,47126|211194|47124|47853|49155
53373,hazels,Corylus,genus,49155,47126|211194|47124|47853|49155|53373
54491,common hazel,Corylus avellana,species,53373,47126|211194|47124|47853|49155|53373|54491
156127,,Scolochloa,genus,47434,47126|211194|47163|47162|47434|156127
168687,Sprangletop,Scolochloa festucacea,species,156127,47126|211194|47163|47162|47434|156127|168687
51885,nettle family,Urticaceae,family,47132,47126|211194|47124|47132|51885
51886,nettles,Urtica,genus,51885,47126|211194|47124|47132|51885|51886
51884,stinging nettle,Urtica dioica,species,51886,47126|211194|47124|47132|51885|51886|51884
345605,,Caprifolioideae,subfamily,48527,47126|211194|47124|48526|48527|345605
59096,muhly,Muhlenbergia,genus,47434,47126|211194|47163|47162|47434|59096
59094,deergrass,Muhlenbergia rigens,species,59096,47126|211194|47163|47162|47434|59096|59094
71277,,Buxales,order,47124,47126|211194|47124|71277
50318,boxwood family,Buxaceae,family,71277,47126|211194|47124|71277|50318
133400,boxes,Buxus,genus,50318,47126|211194|47124|71277|50318|133400
133397,common box,Buxus sempervirens,species,133400,47126|211194|47124|71277|50318|133400|133397
83059,great rhododendron,Rhododendron maximum,species,49487,47126|211194|47124|47181|133387|49487|83059
342614,Entelegyne Spiders,Entelegynae,infraorder,47118,1|47120|47119|47118|342614
50853,Mouse-ear Chickweeds,Cerastium,genus,48567,47126|211194|47124|47366|48567|50853
54574,,Schizophyllaceae,family,47167,47170|47169|50814|47167|54574
54575,,Schizophyllum,genus,54574,47170|47169|50814|47167|54574|54575
54573,splitgill mushroom,Schizophyllum commune,species,54575,47170|47169|50814|47167|54574|54575|54573
372828,,Caliciales,order,54743,47170|48250|54743|372828
60717,,Physciaceae,family,372828,47170|48250|54743|372828|60717
117887,rosette lichens,Physcia,genus,60717,47170|48250|54743|372828|60717|117887
47692,,Sherardia,genus,47693,47126|211194|47124|47363|47693|47692
47691,Field madder,Sherardia arvensis,species,47692,47126|211194|47124|47363|47693|47692|47691
56955,sunflowers,Helianthus,genus,47604,47126|211194|47124|47605|47604|56955
122970,Jerusalem artichoke,Helianthus tuberosus,species,56955,47126|211194|47124|47605|47604|56955|122970
50998,fig family,Moraceae,family,47132,47126|211194|47124|47132|50998
56091,Mulberries,Morus,genus,50998,47126|211194|47124|47132|50998|56091
56090,white mulberry,Morus alba,species,56091,47126|211194|47124|47132|50998|56091|56090
26504,Colubrid Snakes,Colubridae,family,26172,1|2|26036|26172|26504
28339,Garter Snakes,Thamnophis,genus,26504,1|2|26036|26172|26504|28339
50881,,Limenitis,genus,47922,1|47120|47158|47157|47922|50881
60607,Red-spotted Admiral,Limenitis arthemis,species,50881,1|47120|47158|47157|47922|50881|60607
58585,Red-spotted Purple,Limenitis arthemis astyanax,subspecies,60607,1|47120|47158|47157|47922|50881|60607|58585
41660,"Raccoons, Coatis, and Allies",Procyonidae,family,41573,1|2|40151|41573|41660
41661,Raccoons,Procyon,genus,41660,1|2|40151|41573|41660|41661
41663,Common Raccoon,Procyon lotor,species,41661,1|2|40151|41573|41660|41661|41663
42043,Canids,Canidae,family,41573,1|2|40151|41573|42043
42054,Typical Foxes,Vulpes,genus,42043,1|2|40151|41573|42043|42054
42069,Red Fox,Vulpes vulpes,species,42054,1|2|40151|41573|42043|42054|42069
4929,"Herons, Egrets, and Bitterns",Ardeidae,family,67566,1|2|3|67566|4929
4950,Great Herons,Ardea,genus,4929,1|2|3|67566|4929|4950
4956,Great Blue Heron,Ardea herodias,species,4950,1|2|3|67566|4929|4950|4956
47742,Stink Bugs,Pentatomidae,family,47744,1|47120|47158|47744|47742
81924,,Halyomorpha,genus,47742,1|47120|47158|47744|47742|81924
81923,Brown Marmorated Stink Bug,Halyomorpha halys,species,81924,1|47120|47158|47744|47742|81924|81923
42158,Deer,Cervidae,family,152870,1|2|40151|152870|42158
42219,White-tailed and Mule Deer,Odocoileus,genus,42158,1|2|40151|152870|42158|42219
42223,White-tailed Deer,Odocoileus virginianus,species,42219,1|2|40151|152870|42158|42219|42223
47923,Gossamer-winged Butterflies,Lycaenidae,family,47157,1|47120|47158|47157|47923
122380,Tailed-Blues,Cupido,genus,47923,1|47120|47158|47157|47923|122380
122381,Eastern Tailed-Blue,Cupido comyntas,species,122380,1|47120|47158|47157|47923|122380|122381
6913,True Swans,Cygnus,genus,6912,1|2|3|6888|6912|6913
6921,Mute Swan,Cygnus olor,species,6913,1|2|3|6888|6912|6913|6921
47223,Swallowtails and Parnassians,Papilionidae,family,47157,1|47120|47158|47157|47223
47225,Common Swallowtails,Papilio,genus,47223,1|47120|47158|47157|47223|47225
60551,Eastern Tiger Swallowtail,Papilio glaucus,species,47225,1|47120|47158|47157|47223|47225|60551
61860,Blow Flies,Calliphoridae,family,47822,1|47120|47158|47822|61860
70152,,Calliphora,genus,61860,1|47120|47158|47822|61860|70152
119115,Blue Blowfly,Calliphora vicina,species,70152,1|47120|47158|47822|61860|70152|119115
72298,Bamboos,Phyllostachys,genus,47434,47126|211194|47163|47162|47434|72298
78563,fishpole bamboo,Phyllostachys aurea,species,72298,47126|211194|47163|47162|47434|72298|78563
47792,Dragonflies and Damselflies,Odonata,order,47158,1|47120|47158|47792
47925,Narrow-winged Damselflies,Coenagrionidae,family,47792,1|47120|47158|47792|47925
50175,Bluets,Enallagma,genus,47925,1|47120|47158|47792|47925|50175
99912,Skimming Bluet,Enallagma geminatum,species,50175,1|47120|47158|47792|47925|50175|99912
6922,"Mallards, Pintails, and Allies",Anas,genus,6912,1|2|3|6888|6912|6922
6930,Mallard,Anas platyrhynchos,species,6922,1|2|3|6888|6912|6922|6930
51120,"water-lilies, fanworts, and allies",Nymphaeales,order,47124,47126|211194|47124|51120
51121,water-lily family,Nymphaeaceae,family,51120,47126|211194|47124|51120|51121
57849,yellow pond-lilies,Nuphar,genus,51121,47126|211194|47124|51120|51121|57849
171203,garden pansy,Viola × wittrockiana,hybrid,50829,47126|211194|47124|51820|50828|50829|171203
49216,"Minnows, Suckers, Carps, and Loaches",Cypriniformes,order,47178,1|2|47178|49216
49609,Cyprinids,Cyprinidae,family,49216,1|2|47178|49216|49609
53912,Typical Carps,Cyprinus,genus,49609,1|2|47178|49216|49609|53912
53911,European Carp,Cyprinus carpio,species,53912,1|2|47178|49216|49609|53912|53911
9740,Agelaius Blackbirds,Agelaius,genus,11989,1|2|3|7251|11989|9740
9744,Red-winged Blackbird,Agelaius phoeniceus,species,9740,1|2|3|7251|11989|9740|9744
47653,Skippers,Hesperiidae,family,47157,1|47120|47158|47157|47653
62973,,Anatrytone,genus,47653,1|47120|47158|47157|47653|62973
58509,Delaware Skipper,Anatrytone logan,species,62973,1|47120|47158|47157|47653|62973|58509
47698,,Hesperis,genus,47204,47126|211194|47124|71275|47204|47698
47697,dame's rocket,Hesperis matronalis,species,47698,47126|211194|47124|71275|47204|47698|47697
48694,"bulrushes, cattails, and allies",Typhaceae,family,47162,47126|211194|47163|47162|48694
48686,bulrushes and cattails,Typha,genus,48694,47126|211194|47163|47162|48694|48686
48685,broadleaf cattail,Typha latifolia,species,48686,47126|211194|47163|47162|48694|48686|48685
552962,,Poeae,tribe,47434,47126|211194|47163|47162|47434|552962
11901,Barn Swallow,Hirundo rustica,species,11880,1|2|3|7251|11853|11880|11901
59911,Mockingbirds and Thrashers,Mimidae,family,7251,1|2|3|7251|59911
14889,Typical Thrashers,Toxostoma,genus,59911,1|2|3|7251|59911|14889
14898,Brown Thrasher,Toxostoma rufum,species,14889,1|2|3|7251|59911|14889|14898
49398,mountain-laurels,Kalmia,genus,133387,47126|211194|47124|47181|133387|49398
53597,daffodils,Narcissus,genus,55849,47126|211194|47163|47218|55849|53597
123159,Paperwhite,Narcissus papyraceus,species,53597,47126|211194|47163|47218|55849|53597|123159
47780,Irises,Iris,genus,47781,47126|211194|47163|47218|47781|47780
918917,,Mentheae,tribe,48623,47126|211194|47124|48151|48623|918917
39680,Snapping Turtles,Chelydridae,family,39532,1|2|26036|39532|39680
39681,Typical Snapping Turtles,Chelydra,genus,39680,1|2|26036|39532|39680|39681
39682,Common Snapping Turtle,Chelydra serpentina,species,39681,1|2|26036|39532|39680|39681|39682
974712,,Cerrenaceae,family,47380,47170|47169|50814|47380|974712
194479,,Cerrena,genus,974712,47170|47169|50814|47380|974712|194479
194476,Mossy Maze Polypore,Cerrena unicolor,species,194479,47170|47169|50814|47380|974712|194479|194476
121943,ferns,Polypodiopsida,class,211194,47126|211194|121943
47754,,Polypodiales,order,121943,47126|211194|121943|47754
56184,marsh fern family,Thelypteridaceae,family,47754,47126|211194|121943|47754|56184
49530,Geometer Moths,Geometridae,family,47157,1|47120|47158|47157|49530
81682,,Campaea,genus,49530,1|47120|47158|47157|49530|81682
81681,Pale Beauty,Campaea perlata,species,81682,1|47120|47158|47157|49530|81682|81681
243824,mock strawberry,Potentilla indica,species,53186,47126|211194|47124|47132|47148|53186|243824
49005,northern red oak,Quercus rubra,species,47851,47126|211194|47124|47853|47852|47851|49005
75903,Smooth Brome,Bromus inermis,species,52701,47126|211194|47163|47162|47434|52701|75903
47161,sedges,Cyperaceae,family,47162,47126|211194|47163|47162|47161
48571,true sedges,Carex,genus,47161,47126|211194|47163|47162|47161|48571
68052,fox sedge,Carex vulpinoidea,species,48571,47126|211194|47163|47162|47161|48571|68052
573,Landfowl,Galliformes,order,3,1|2|3|573
574,"Pheasants, Grouse, and Allies",Phasianidae,family,573,1|2|3|573|574
879,Junglefowl,Gallus,genus,574,1|2|3|573|574|879
882,Red Junglefowl,Gallus gallus,species,879,1|2|3|573|574|879|882
505478,Domestic Chicken,Gallus gallus domesticus,variety,882,1|2|3|573|574|879|882|505478
559248,New World Sparrows,Passerellidae,family,7251,1|2|3|7251|559248
9091,Melospiza Sparrows,Melospiza,genus,559248,1|2|3|7251|559248|9091
9100,Song Sparrow,Melospiza melodia,species,9091,1|2|3|7251|559248|9091|9100
64276,Common Reeds,Phragmites,genus,47434,47126|211194|47163|47162|47434|64276
64237,common reed,Phragmites australis,species,64276,47126|211194|47163|47162|47434|64276|64237
48420,,Pluteaceae,family,47167,47170|47169|50814|47167|48420
60783,Deer Mushrooms,Pluteus,genus,48420,47170|47169|50814|47167|48420|60783
60782,deer mushroom,Pluteus cervinus,species,60783,47170|47169|50814|47167|48420|60783|60782
68931,Collared Ants,Aphaenogaster,genus,47336,1|47120|47158|47201|47336|68931
491889,Velvet Mites,Trombidioidea,superfamily,83740,1|47120|47119|83740|491889
57189,Canarygrasses,Phalaris,genus,47434,47126|211194|47163|47162|47434|57189
63337,reed canary grass,Phalaris arundinacea,species,57189,47126|211194|47163|47162|47434|57189|63337
57858,blue water-speedwell,Veronica anagallis-aquatica,species,51611,47126|211194|47124|48151|50638|51611|57858
47748,horsetails,Equisetales,order,121943,47126|211194|121943|47748
47747,horsetail family,Equisetaceae,family,47748,47126|211194|121943|47748|47747
47746,horsetails,Equisetum,genus,47747,47126|211194|121943|47748|47747|47746
52673,rough horsetail,Equisetum hyemale,species,47746,47126|211194|121943|47748|47747|47746|52673
43094,Lagomorphs,Lagomorpha,order,40151,1|2|40151|43094
43095,Hares and Rabbits,Leporidae,family,43094,1|2|40151|43094|43095
43096,Cottontail Rabbits,Sylvilagus,genus,43095,1|2|40151|43094|43095|43096
43111,Eastern Cottontail,Sylvilagus floridanus,species,43096,1|2|40151|43094|43095|43096|43111
347897,scaly shield,Pluteus petasatus,species,60783,47170|47169|50814|47167|48420|60783|347897
56310,,Psathyrellaceae,family,47167,47170|47169|50814|47167|56310
1179953,,Candolleomyces,genus,56310,47170|47169|50814|47167|56310|1179953
1179954,Pale Brittlestem,Candolleomyces candolleanus,species,1179953,47170|47169|50814|47167|56310|1179953|1179954
144455,Great Egret,Ardea alba,species,4950,1|2|3|67566|4929|4950|144455
58586,Viceroy,Limenitis archippus,species,50881,1|47120|47158|47157|47922|50881|58586
39760,Pond and Box Turtles,Emydidae,family,39532,1|2|26036|39532|39760
39806,Box Turtles,Terrapene,genus,39760,1|2|26036|39532|39760|39806
39814,Common Box Turtle,Terrapene carolina,species,39806,1|2|26036|39532|39760|39806|39814
50001,Eastern Box Turtle,Terrapene carolina carolina,subspecies,39814,1|2|26036|39532|39760|39806|39814|50001
980017,Tyrant Flycatchers,Tyrannidae,family,7251,1|2|3|7251|980017
16768,Kingbirds,Tyrannus,genus,980017,1|2|3|7251|980017|16768
16782,Eastern Kingbird,Tyrannus tyrannus,species,16768,1|2|3|7251|980017|16768|16782
12935,Bluebirds,Sialia,genus,15977,1|2|3|7251|15977|12935
12942,Eastern Bluebird,Sialia sialis,species,12935,1|2|3|7251|15977|12935|12942
48726,northern blue flag,Iris versicolor,species,47780,47126|211194|47163|47218|47781|47780|48726
236935,Domestic Mallard,Anas platyrhynchos domesticus,variety,6930,1|2|3|6888|6912|6922|6930|236935
7105,Wood and Mandarin Ducks,Aix,genus,6912,1|2|3|6888|6912|7105
7107,Wood Duck,Aix sponsa,species,7105,1|2|3|6888|6912|7105|7107
58096,Water Starworts,Callitriche,genus,50638,47126|211194|47124|48151|50638|58096
47779,Yellow Iris,Iris pseudacorus,species,47780,47126|211194|47163|47218|47781|47780|47779
57519,,Hymenochaetales,order,50814,47170|47169|50814|57519
57518,,Hymenochaetaceae,family,57519,47170|47169|50814|57519|57518
118086,,Porodaedalea,genus,57518,47170|47169|50814|57519|57518|118086
118081,Pine Bracket,Porodaedalea pini,species,118086,47170|47169|50814|57519|57518|118086|118081
53376,Cotoneasters,Cotoneaster,genus,47148,47126|211194|47124|47132|47148|53376
53375,silverleaf cotoneaster,Cotoneaster pannosus,species,53376,47126|211194|47124|47132|47148|53376|53375
48098,red maple,Acer rubrum,species,47727,47126|211194|47124|47729|58321|47727|48098
48768,,Strophariaceae,family,47167,47170|47169|50814|47167|48768
53283,Roundheads,Stropharia,genus,48768,47170|47169|50814|47167|48768|53283
119151,Wine-cap Stropharia,Stropharia rugosoannulata,species,53283,47170|47169|50814|47167|48768|53283|119151
125625,Silvergrasses,Miscanthus,genus,47434,47126|211194|47163|47162|47434|125625
165474,Chinese silver grass,Miscanthus sinensis,species,125625,47126|211194|47163|47162|47434|125625|165474
60001,carnations,Dianthus,genus,48567,47126|211194|47124|47366|48567|60001
161763,Chinese-pink,Dianthus chinensis,species,60001,47126|211194|47124|47366|48567|60001|161763
63512,Japanese maple,Acer palmatum,species,47727,47126|211194|47124|47729|58321|47727|63512
14994,Dumetella Catbirds,Dumetella,genus,59911,1|2|3|7251|59911|14994
14995,Gray Catbird,Dumetella carolinensis,species,14994,1|2|3|7251|59911|14994|14995
208830,tsutsusi azalea,Rhododendron indicum,species,49487,47126|211194|47124|47181|133387|49487|208830
47732,Lilacs,Syringa,genus,47733,47126|211194|47124|48151|47733|47732
1018173,,Syringa komarowii,species,47732,47126|211194|47124|48151|47733|47732|1018173
71289,"saxifrages, stonecrops, and allies",Saxifragales,order,47124,47126|211194|47124|71289
58227,peony family,Paeoniaceae,family,71289,47126|211194|47124|71289|58227
58228,Peonies,Paeonia,genus,58227,47126|211194|47124|71289|58227|58228
51051,Bleedinghearts,Dicentra,genus,47332,47126|211194|47124|48232|47332|51051
63696,wild bleeding-heart,Dicentra eximia,species,51051,47126|211194|47124|48232|47332|51051|63696
50791,Toadflax,Linaria,genus,50638,47126|211194|47124|48151|50638|50791
50790,common toadflax,Linaria vulgaris,species,50791,47126|211194|47124|48151|50638|50791|50790
9599,Typical Grackles,Quiscalus,genus,11989,1|2|3|7251|11989|9599
9602,Common Grackle,Quiscalus quiscula,species,9599,1|2|3|7251|11989|9599|9602
53327,periwinkles,Vinca,genus,47362,47126|211194|47124|47363|47362|53327
55844,lesser periwinkle,Vinca minor,species,53327,47126|211194|47124|47363|47362|53327|55844
42044,Wolves and Dogs,Canis,genus,42043,1|2|40151|41573|42043|42044
47144,Domestic Dog,Canis familiaris,species,42044,1|2|40151|41573|42043|42044|47144
39770,Painted Turtles,Chrysemys,genus,39760,1|2|26036|39532|39760|39770
39771,Painted Turtle,Chrysemys picta,species,39770,1|2|26036|39532|39760|39770|39771
39775,Eastern Painted Turtle,Chrysemys picta picta,subspecies,39771,1|2|26036|39532|39760|39770|39771|39775
14841,Starlings,Sturnidae,family,7251,1|2|3|7251|14841
14842,European and Spotless Starlings,Sturnus,genus,14841,1|2|3|7251|14841|14842
14850,European Starling,Sturnus vulgaris,species,14842,1|2|3|7251|14841|14842|14850
56089,Locust Trees,Robinia,genus,47122,47126|211194|47124|47123|47122|56089
48089,Schizophoran Flies,Schizophora,zoosection,47822,1|47120|47158|47822|48089
59902,,Melissa,genus,48623,47126|211194|47124|48151|48623|59902
59901,lemon balm,Melissa officinalis,species,59902,47126|211194|47124|48151|48623|59902|59901
55460,deadnettles,Lamium,genus,48623,47126|211194|47124|48151|48623|55460
55851,red deadnettle,Lamium purpureum,species,55460,47126|211194|47124|48151|48623|55460|55851
210119,Nosy Pill Woodlouse,Armadillidium nasatum,species,48295,1|47120|47187|48147|48296|48295|210119
49556,Centipedes,Chilopoda,class,47120,1|47120|49556
67662,Soil Centipedes,Geophilomorpha,order,49556,1|47120|49556|67662
42051,Coyote,Canis latrans,species,42044,1|2|40151|41573|42043|42044|42051
53326,greater periwinkle,Vinca major,species,53327,47126|211194|47124|47363|47362|53327|53326
47217,orchids,Orchidaceae,family,47218,47126|211194|47163|47218|47217
47589,Hardy slipper orchids,Cypripedium,genus,47217,47126|211194|47163|47218|47217|47589
47588,pink lady's slipper,Cypripedium acaule,species,47589,47126|211194|47163|47218|47217|47589|47588
47535,Orbweavers,Araneidae,family,47118,1|47120|47119|47118|47535
85035,Spotted Orbweavers,Neoscona,genus,47535,1|47120|47119|47118|47535|85035
85034,Spotted Orbweaver,Neoscona crucifera,species,85035,1|47120|47119|47118|47535|85035|85034
905,Turkeys,Meleagris,genus,574,1|2|3|573|574|905
906,Wild Turkey,Meleagris gallopavo,species,905,1|2|3|573|574|905|906
43327,Odd-toed Ungulates,Perissodactyla,order,40151,1|2|40151|43327
43328,Equines,Equidae,family,43327,1|2|40151|43327|43328
43329,Equines,Equus,genus,43328,1|2|40151|43327|43328|43329
209233,Domestic Horse,Equus caballus,species,43329,1|2|40151|43327|43328|43329|209233
363598,,Myrmentoma,subgenus,62781,1|47120|47158|47201|47336|62781|363598
119269,post oak,Quercus stellata,species,47851,47126|211194|47124|47853|47852|47851|119269
81597,dwarf cinquefoil,Potentilla canadensis,species,53186,47126|211194|47124|47132|47148|53186|81597
184884,Winged and Once-winged Insects,Pterygota,subclass,47158,1|47120|47158|184884
49203,beeches,Fagus,genus,47852,47126|211194|47124|47853|47852|49203
49202,American beech,Fagus grandifolia,species,49203,47126|211194|47124|47853|47852|49203|49202
60364,Common Rhododendron,Rhododendron ponticum,species,49487,47126|211194|47124|47181|133387|49487|60364
69143,Myrmicine Ants,Myrmicinae,subfamily,47336,1|47120|47158|47201|47336|69143
129763,Mites,Acariformes,superorder,47119,1|47120|47119|129763
69369,,Myrmica,genus,47336,1|47120|47158|47201|47336|69369
52054,Forktails,Ischnura,genus,47925,1|47120|47158|47792|47925|52054
103498,Fragile Forktail,Ischnura posita,species,52054,1|47120|47158|47792|47925|52054|103498
13685,Old World Sparrows,Passeridae,family,7251,1|2|3|7251|13685
13847,True Sparrows,Passer,genus,13685,1|2|3|7251|13685|13847
13858,House Sparrow,Passer domesticus,species,13847,1|2|3|7251|13685|13847|13858
11925,Tachycineta Swallows,Tachycineta,genus,11853,1|2|3|7251|11853|11925
11935,Tree Swallow,Tachycineta bicolor,species,11925,1|2|3|7251|11853|11925|11935
62742,black-eyed Susans and coneflowers,Rudbeckia,genus,47604,47126|211194|47124|47605|47604|62742
116735,cutleaf coneflower,Rudbeckia laciniata,species,62742,47126|211194|47124|47605|47604|62742|116735
52346,morning-glories,Ipomoea,genus,52345,47126|211194|47124|48515|52345|52346
60879,Beach Morning Glory,Ipomoea pes-caprae,species,52346,47126|211194|47124|48515|52345|52346|60879
40019,Tortoises,Testudinidae,family,39532,1|2|26036|39532|40019
40082,Gopher and Desert Tortoises,Gopherus,genus,40019,1|2|26036|39532|40019|40082
40085,Gopher Tortoise,Gopherus polyphemus,species,40082,1|2|26036|39532|40019|40082|40085
47821,Horse and Deer Flies,Tabanidae,family,47822,1|47120|47158|47822|47821
49704,True Horse Flies,Tabanus,genus,47821,1|47120|47158|47822|47821|49704
232173,American Horse Fly,Tabanus americanus,species,49704,1|47120|47158|47822|47821|49704|232173
186841,Typical Hover Flies,Syrphinae,subfamily,49995,1|47120|47158|47822|49995|186841
50644,Sages,Salvia,genus,48623,47126|211194|47124|48151|48623|50644
168387,Purple Wood Sage,Salvia nemorosa,species,50644,47126|211194|47124|48151|48623|50644|168387
54570,mints,Mentha,genus,48623,47126|211194|47124|48151|48623|54570
61905,Lavender,Lavandula,genus,48623,47126|211194|47124|48151|48623|61905
967514,common dandelions,Taraxacum,section,47603,47126|211194|47124|47605|47604|47603|967514
126368,bristly buttercup,Ranunculus hispidus,species,48230,47126|211194|47124|48232|48231|48230|126368
13269,,Hylocichla,genus,15977,1|2|3|7251|15977|13269
13270,Wood Thrush,Hylocichla mustelina,species,13269,1|2|3|7251|15977|13269|13270
48866,"palms, bullanocks, and allies",Arecales,order,47163,47126|211194|47163|48866
48867,palms,Arecaceae,family,48866,47126|211194|47163|48866|48867
475433,,Coryphoideae,subfamily,48867,47126|211194|47163|48866|48867|475433
126394,Cannonball Jellies,Stomolophidae,family,69831,1|47534|48332|69831|126394
126395,Cannonball Jellies,Stomolophus,genus,126394,1|47534|48332|69831|126394|126395
126393,Cannonball Jelly,Stomolophus meleagris,species,126395,1|47534|48332|69831|126394|126395|126393
47735,Millipedes,Diplopoda,class,47120,1|47120|47735
39776,Sliders,Trachemys,genus,39760,1|2|26036|39532|39760|39776
39782,Common Slider,Trachemys scripta,species,39776,1|2|26036|39532|39760|39776|39782
20978,Amphibians,Amphibia,class,2,1|2|20978
20979,Frogs and Toads,Anura,order,20978,1|2|20978|20979
25473,Typical Frogs,Ranidae,family,20979,1|2|20978|20979|25473
60340,American Water Frogs,Lithobates,genus,25473,1|2|20978|20979|25473|60340
65979,American Bullfrog,Lithobates catesbeianus,species,60340,1|2|20978|20979|25473|60340|65979
58398,,Trombidium,genus,57652,1|47120|47119|83740|57652|58398
52747,"Hornets, Paper Wasps, Potter Wasps, and Allies",Vespidae,family,47201,1|47120|47158|47201|52747
61356,Ground Yellowjackets,Vespula,genus,52747,1|47120|47158|47201|52747|61356
119994,Eastern Yellowjacket,Vespula maculifrons,species,61356,1|47120|47158|47201|52747|61356|119994
47690,"geraniums, bridal wreaths, and allies",Geraniales,order,47124,47126|211194|47124|47690
47689,Geranium family,Geraniaceae,family,47690,47126|211194|47124|47690|47689
72281,geraniums and storksbills,Pelargonium,genus,47689,47126|211194|47124|47690|47689|72281
41944,Felids,Felidae,family,41573,1|2|40151|41573|41944
41956,Palearctic and African Small Cats,Felis,genus,41944,1|2|40151|41573|41944|41956
118552,Domestic Cat,Felis catus,species,41956,1|2|40151|41573|41944|41956|118552
