taxon_id,common_name,scientific_name,rank,parent_id,taxon_ids
162826,Grassleaf Spurge,Euphorbia graminea,species,51822,47126|211194|47124|51820|51821|51822|162826
121468,Hackled Orbweavers,Uloboridae,family,47118,1|47120|47119|47118|121468
121467,Feather-legged Spiders,Uloborus,genus,121468,1|47120|47119|47118|121468|121467
244424,,Uloborus diversus,species,121467,1|47120|47119|47118|121468|121467|244424
72253,,Nicandra,genus,48516,47126|211194|47124|48515|48516|72253
78217,apple-of-Peru,Nicandra physalodes,species,72253,47126|211194|47124|48515|48516|72253|78217
122303,Kurrajongs,Brachychiton,genus,48797,47126|211194|47124|48796|48797|122303
349248,kurrajong,Brachychiton populneus,species,122303,47126|211194|47124|48796|48797|122303|349248
922110,,Amygdaloideae,subfamily,47148,47126|211194|47124|47132|47148|922110
143038,,Lineodes,genus,52002,1|47120|47158|47157|52002|143038
143037,Eggplant Leafroller Moth,Lineodes integra,species,143038,1|47120|47158|47157|52002|143038|143037
153315,,Oedaleonotus,genus,47649,1|47120|47158|47651|47649|153315
56752,scarlet bugler,Penstemon centranthifolius,species,48367,47126|211194|47124|48151|50638|48367|56752
52073,Planthoppers,Fulgoroidea,superfamily,47744,1|47120|47158|47744|52073
58204,,Malvella,genus,48797,47126|211194|47124|48796|48797|58204
58203,alkali mallow,Malvella leprosa,species,58204,47126|211194|47124|48796|48797|58204|58203
72082,,Cyclospermum,genus,48699,47126|211194|47124|48700|48699|72082
76563,Marsh parsley,Cyclospermum leptophyllum,species,72082,47126|211194|47124|48700|48699|72082|76563
72239,,Modiola,genus,48797,47126|211194|47124|48796|48797|72239
78087,Carolina Bristlemallow,Modiola caroliniana,species,72239,47126|211194|47124|48796|48797|72239|78087
79317,red-seeded dandelion,Taraxacum erythrospermum,species,47603,47126|211194|47124|47605|47604|47603|79317
68220,calthrops and ratanies,Zygophyllales,order,47124,47126|211194|47124|68220
68207,calthrops,Zygophyllaceae,family,68220,47126|211194|47124|68220|68207
64278,Devil Thorns,Tribulus,genus,68207,47126|211194|47124|68220|68207|64278
64238,puncture vine,Tribulus terrestris,species,64278,47126|211194|47124|68220|68207|64278|64238
53022,bindweeds,Convolvulus,genus,52345,47126|211194|47124|48515|52345|53022
53021,field bindweed,Convolvulus arvensis,species,53022,47126|211194|47124|48515|52345|53022|53021
55518,Curved-horn Moths,Gelechioidea,superfamily,47157,1|47120|47158|47157|55518
311313,charophyte algae,Charophyta,phylum,47126,47126|311313
152071,,Spirotrichea,class,118996,48222|118996|152071
152470,,Euplotida,order,152071,48222|118996|152071|152470
335441,,Aspidiscidae,family,152470,48222|118996|152071|152470|335441
335442,,Aspidisca,genus,335441,48222|118996|152071|152470|335441|335442
59713,Chlorophycean green algae,Chlorophyceae,class,50863,47126|50863|59713
345849,,Sphaeropleales,order,59713,47126|50863|59713|345849
200872,,Scenedesmaceae,family,345849,47126|50863|59713|345849|200872
326269,,Desmodesmus,genus,200872,47126|50863|59713|345849|200872|326269
774724,Conjugating green algae,Conjugatophyceae,class,311313,47126|311313|774724
123849,Desmid,Zygnematales,order,774724,47126|311313|774724|123849
123850,,Zygnemataceae,family,123849,47126|311313|774724|123849|123850
202618,,Mougeotia,genus,123850,47126|311313|774724|123849|123850|202618
152067,,Oligohymenophorea,class,118996,48222|118996|152067
495758,,Sessilida,order,152067,48222|118996|152067|495758
121592,Vorticellidae,Vorticellidae,family,495758,48222|118996|152067|495758|121592
152275,,Thalassiosirales,order,123880,48222|48221|123880|152275
1043961,,Melosirales,order,123880,48222|48221|123880|1043961
123877,,Melosiraceae,family,1043961,48222|48221|123880|1043961|123877
123875,,Melosira,genus,123877,48222|48221|123880|1043961|123877|123875
325515,,Melosira varians,species,123875,48222|48221|123880|1043961|123877|123875|325515
1271542,,Phaeothamniophyceae,class,48221,48222|48221|1271542
152282,,Phaeothamniales,order,1271542,48222|48221|1271542|152282
968884,,Phaeothamniaceae,family,152282,48222|48221|1271542|152282|968884
1272885,,Phaeoschizochlamys,genus,968884,48222|48221|1271542|152282|968884|1272885
54464,pipevines and birthworts,Aristolochia,genus,52860,47126|211194|47124|60244|52860|54464
71036,Brazilian Dutchman's Pipe,Aristolochia gigantea,species,54464,47126|211194|47124|60244|52860|54464|71036
72129,,Eulobus,genus,47790,47126|211194|47124|47791|47790|72129
77107,California primrose,Eulobus californicus,species,72129,47126|211194|47124|47791|47790|72129|77107
61178,ponysfoots,Dichondra,genus,52345,47126|211194|47124|48515|52345|61178
571345,,Melissodes,subgenus,52781,1|47120|47158|47201|47221|52781|571345
55486,,Fuligo,genus,55485,47686|47685|47684|55484|55485|55486
55483,Dog Vomit Slime Mold,Fuligo septica,species,55486,47686|47685|47684|55484|55485|55486|55483
72197,jacarandas,Jacaranda,genus,48377,47126|211194|47124|48151|48377|72197
58225,,Dendromecon,genus,47332,47126|211194|47124|48232|47332|58225
58224,Bush Poppy,Dendromecon rigida,species,58225,47126|211194|47124|48232|47332|58225|58224
61048,farewell-to-spring,Clarkia amoena,species,47789,47126|211194|47124|47791|47790|47789|61048
86128,American Round Rays,Urotrygonidae,family,196615,1|2|47273|196615|86128
49201,,Urobatis,genus,86128,1|2|47273|196615|86128|49201
114782,Haller's Round Ray,Urobatis halleri,species,49201,1|2|47273|196615|86128|49201|114782
357355,Culicine Mosquitoes,Culicinae,subfamily,52134,1|47120|47158|47822|52134|357355
60298,Kikuyu Grass,Cenchrus clandestinus,species,72039,47126|211194|47163|47162|47434|72039|60298
483236,Lacewings and Allies,Hemerobiiformia,suborder,48763,1|47120|47158|48763|483236
78805,Holm oak,Quercus ilex,species,47851,47126|211194|47124|47853|47852|47851|78805
75602,tropical milkweed,Asclepias curassavica,species,47906,47126|211194|47124|47363|47362|47906|75602
55820,Primroses,Primula,genus,48064,47126|211194|47124|47181|48064|55820
742880,,Malvacea,section,55820,47126|211194|47124|47181|48064|55820|742880
152080,complex thalloid liverworts,Marchantiopsida,class,64615,47126|64615|152080
152698,,Lunulariales,order,152080,47126|64615|152080|152698
55702,,Lunulariaceae,family,152698,47126|64615|152080|152698|55702
55701,,Lunularia,genus,55702,47126|64615|152080|152698|55702|55701
55703,Crescent-cup liverwort,Lunularia cruciata,species,55701,47126|64615|152080|152698|55702|55701|55703
83224,Elongate Springtails,Entomobryomorpha,order,243773,1|47120|243773|83224
132791,,Clepsis,genus,47155,1|47120|47158|47157|47155|132791
132789,Garden Tortrix,Clepsis peritana,species,132791,1|47120|47158|47157|47155|132791|132789
334567,Crossberry,Grewia occidentalis,species,68716,47126|211194|47124|48796|48797|68716|334567
62474,Brittle Pricklypear,Opuntia fragilis,species,47902,47126|211194|47124|47366|47903|47902|62474
77719,Shasta Daisy,Leucanthemum maximum,species,56058,47126|211194|47124|47605|47604|56058|77719
62890,Sheoaks,Casuarinaceae,family,47853,47126|211194|47124|47853|62890
62891,Beefwoods,Casuarina,genus,62890,47126|211194|47124|47853|62890|62891
62888,Beach Sheoak,Casuarina equisetifolia,species,62891,47126|211194|47124|47853|62890|62891|62888
373796,Typical Bark Beetles,Scolytini,tribe,48736,1|47120|47158|47208|48736|373796
59261,marigolds,Calendula,genus,47604,47126|211194|47124|47605|47604|59261
75931,pot marigold,Calendula officinalis,species,59261,47126|211194|47124|47605|47604|59261|75931
54330,nasturtium family,Tropaeolaceae,family,71275,47126|211194|47124|71275|54330
54331,Nasturtiums,Tropaeolum,genus,54330,47126|211194|47124|71275|54330|54331
54329,Nasturtium,Tropaeolum majus,species,54331,47126|211194|47124|71275|54330|54331|54329
71983,,Argyranthemum,genus,47604,47126|211194|47124|47605|47604|71983
181635,Marguerite daisy,Argyranthemum frutescens,species,71983,47126|211194|47124|47605|47604|71983|181635
49553,House Centipedes,Scutigeromorpha,order,49556,1|47120|49556|49553
49554,,Scutigeridae,family,49553,1|47120|49556|49553|49554
49555,,Scutigera,genus,49554,1|47120|49556|49553|49554|49555
49552,House Centipede,Scutigera coleoptrata,species,49555,1|47120|49556|49553|49554|49555|49552
16010,Ash-throated Flycatcher,Myiarchus cinerascens,species,15985,1|2|3|7251|980017|15985|16010
82081,Tangleweb Spiders,Theridion,genus,47371,1|47120|47119|47118|47371|82081
54248,,Arphia,genus,47649,1|47120|47158|47651|47649|54248
54247,California Orange-winged Grasshopper,Arphia ramona,species,54248,1|47120|47158|47651|47649|54248|54247
211211,,Holocnemus,genus,47823,1|47120|47119|47118|47823|211211
211210,Marbled Cellar Spider,Holocnemus pluchei,species,211211,1|47120|47119|47118|47823|211211|211210
7575,,Thryomanes,genus,15964,1|2|3|7251|15964|7575
7576,Bewick's Wren,Thryomanes bewickii,species,7575,1|2|3|7251|15964|7575|7576
124420,California Bumble Bee,Bombus californicus,species,52775,1|47120|47158|47201|47221|52775|124420
199130,,Megachile montivaga,species,52784,1|47120|47158|47201|52777|52784|199130
178745,,Triepeolus,genus,47221,1|47120|47158|47201|47221|178745
57682,Common Digger Bees,Anthophora,genus,47221,1|47120|47158|47201|47221|57682
853185,,Micranthophora,subgenus,57682,1|47120|47158|47201|47221|57682|853185
84469,,Uroleucon,genus,52381,1|47120|47158|47744|52381|84469
54992,Muscoid Flies,Muscoidea,superfamily,47822,1|47120|47158|47822|54992
10469,,Xanthocephalus,genus,11989,1|2|3|7251|11989|10469
10470,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,species,10469,1|2|3|7251|11989|10469|10470
199492,,Castianeira thalia,species,48134,1|47120|47119|47118|47418|48134|199492
418443,Banded Mottlegill,Panaeolus cinctulus,species,118262,47170|47169|50814|47167|1180803|118262|418443
52864,Saddlebag Gliders,Tramea,genus,47819,1|47120|47158|47792|47819|52864
52865,Black Saddlebags,Tramea lacerata,species,52864,1|47120|47158|47792|47819|52864|52865
83852,,Pontania,genus,60628,1|47120|47158|47201|60628|83852
68231,Tropical Pennants,Brachymesia,genus,47819,1|47120|47158|47792|47819|68231
95982,Red-tailed Pennant,Brachymesia furcata,species,68231,1|47120|47158|47792|47819|68231|95982
797562,Sceloporine Lizards,Sceloporinae,subfamily,36074,1|2|26036|26172|36074|797562
117473,,Zirfaea,genus,117462,1|47115|47584|81622|117462|117473
117472,Rough Piddock,Zirfaea pilsbryi,species,117473,1|47115|47584|81622|117462|117473|117472
51109,,Pyrosoma,genus,51103,1|2|51104|51105|51103|51109
51108,,Pyrosoma atlanticum,species,51109,1|2|51104|51105|51103|51109|51108
171222,,Asiomorpha,genus,132949,1|47120|47735|47734|132949|171222
214432,Long-flange Millipede,Asiomorpha coarctata,species,171222,1|47120|47735|47734|132949|171222|214432
81688,,Noctua,genus,48670,1|47120|47158|47157|48670|81688
81687,Large Yellow Underwing,Noctua pronuba,species,81688,1|47120|47158|47157|48670|81688|81687
169872,Purple heart,Tradescantia pallida,species,49145,47126|211194|47163|49146|49147|49145|169872
311310,Crayfishes and Lobsters,Astacidea,infraorder,47186,1|47120|47187|47186|311310
53353,Eastwood's Manzanita,Arctostaphylos glandulosa,species,47179,47126|211194|47124|47181|133387|47179|53353
48889,,Melastomataceae,family,47791,47126|211194|47124|47791|48889
823397,glory bushes and allies,Pleroma,genus,48889,47126|211194|47124|47791|48889|823397
1263850,Glory bush,Pleroma urvilleanum,species,823397,47126|211194|47124|47791|48889|823397|1263850
51451,Passionfruit Family,Passifloraceae,family,51820,47126|211194|47124|51820|51451
51452,passionflowers,Passiflora,genus,51451,47126|211194|47124|51820|51451|51452
1234458,,Passiflora × decaisneana,hybrid,51452,47126|211194|47124|51820|51451|51452|1234458
127155,,Bossiella,genus,117828,47126|57774|57775|117827|117828|127155
61317,Armenian Blackberry,Rubus armeniacus,species,47544,47126|211194|47124|47132|47148|47544|61317
57036,Petty Spurge,Euphorbia peplus,species,51822,47126|211194|47124|51820|51821|51822|57036
78955,Southern Russian Thistle,Salsola australis,species,57900,47126|211194|47124|47366|52327|57900|78955
426002,Sugar Bush × Lemonade Berry hybrid,Rhus integrifolia × ovata,hybrid,54765,47126|211194|47124|47729|48874|54765|426002
59066,American three-square bulrush,Schoenoplectus americanus,species,47160,47126|211194|47163|47162|47161|47160|59066
54519,Duckweeds,Lemna,genus,48536,47126|211194|47163|48073|48536|54519
54518,common duckweed,Lemna minor,species,54519,47126|211194|47163|48073|48536|54519|54518
487319,Wigeons and Allies,Mareca,genus,6912,1|2|3|6888|6912|487319
558439,Gadwall,Mareca strepera,species,487319,1|2|3|6888|6912|487319|558439
144324,Small Terns,Sternula,genus,4342,1|2|3|67561|4342|144324
144530,Least Tern,Sternula antillarum,species,144324,1|2|3|67561|4342|144324|144530
60969,Marsh Jaumea,Jaumea carnosa,species,60970,47126|211194|47124|47605|47604|60970|60969
128845,Mexican Cactus Fly,Copestylum mexicanum,species,128846,1|47120|47158|47822|49995|128846|128845
131834,,Otala,genus,47484,1|47115|47114|47485|47484|131834
202861,Milk Snail,Otala lactea,species,131834,1|47115|47114|47485|47484|131834|202861
332905,,Salviniales,order,121943,47126|211194|121943|332905
64657,water fern family,Salviniaceae,family,332905,47126|211194|121943|332905|64657
52631,Mosquito Ferns,Azolla,genus,64657,47126|211194|121943|332905|64657|52631
58754,water fern,Azolla filiculoides,species,52631,47126|211194|121943|332905|64657|52631|58754
53995,Thisbe's Tarantula-hawk Wasp,Pepsis thisbe,species,54027,1|47120|47158|47201|54028|54027|53995
154156,turkey mullein,Croton setiger,species,53165,47126|211194|47124|51820|51821|53165|154156
67597,Fire Ants and Thief Ants,Solenopsis,genus,47336,1|47120|47158|47201|47336|67597
119733,Pacific Velvet Ant,Dasymutilla aureola,species,48513,1|47120|47158|47201|48511|48513|119733
53398,Eurabbie,Eucalyptus globulus,species,51815,47126|211194|47124|47791|51816|51815|53398
173927,,Diachus,genus,51146,1|47120|47158|47208|51146|173927
218298,Bronze Leaf Beetle,Diachus auratus,species,173927,1|47120|47158|47208|51146|173927|218298
61506,,Manduca,genus,47213,1|47120|47158|47157|47213|61506
61505,Carolina Sphinx,Manduca sexta,species,61506,1|47120|47158|47157|47213|61506|61505
154885,,Paravilla,genus,51558,1|47120|47158|47822|51558|154885
464873,,Acreophthiria,genus,51558,1|47120|47158|47822|51558|464873
453211,,Oxycarenidae,family,47744,1|47120|47158|47744|453211
322945,,Oxycarenus,genus,453211,1|47120|47158|47744|453211|322945
541678,,Oxycarenus hyalinipennis,species,322945,1|47120|47158|47744|453211|322945|541678
56917,water pennyworts,Hydrocotyle,genus,52849,47126|211194|47124|48700|52849|56917
60743,Lizard's tail,Saururus,genus,60246,47126|211194|47124|60244|60246|60743
69819,privets,Ligustrum,genus,47733,47126|211194|47124|48151|47733|69819
77739,wax-leaf ligustrum,Ligustrum japonicum,species,69819,47126|211194|47124|48151|47733|69819|77739
47453,leadtrees,Leucaena,genus,47122,47126|211194|47124|47123|47122|47453
72245,,Muehlenbeckia,genus,48382,47126|211194|47124|47366|48382|72245
143734,Common Eupithecia Moth,Eupithecia miserulata,species,123096,1|47120|47158|47157|49530|123096|143734
245716,,Pogonortalis,genus,62007,1|47120|47158|47822|62007|245716
245715,Boatman Fly,Pogonortalis doclea,species,245716,1|47120|47158|47822|62007|245716|245715
3957,Phalaropes,Phalaropus,genus,3835,1|2|3|67561|3835|3957
144497,Wilson's Phalarope,Phalaropus tricolor,species,3957,1|2|3|67561|3835|3957|144497
64027,,Arundo,genus,47434,47126|211194|47163|47162|47434|64027
64017,giant reed,Arundo donax,species,64027,47126|211194|47163|47162|47434|64027|64017
57564,,Cynara,genus,47604,47126|211194|47124|47605|47604|57564
60955,California Goldenbush,Ericameria ericoides,species,57933,47126|211194|47124|47605|47604|57933|60955
52697,Oats,Avena,genus,47434,47126|211194|47163|47162|47434|52697
56151,Treasure Flowers,Gazania,genus,47604,47126|211194|47124|47605|47604|56151
59210,red brome,Bromus rubens,species,52701,47126|211194|47163|47162|47434|52701|59210
71997,,Bacopa,genus,50638,47126|211194|47124|48151|50638|71997
75732,Herb-of-Grace,Bacopa monnieri,species,71997,47126|211194|47124|48151|50638|71997|75732
485176,American Wigeon,Mareca americana,species,487319,1|2|3|6888|6912|487319|485176
51737,tomato,Solanum lycopersicum,species,50641,47126|211194|47124|48515|48516|50641|51737
177080,,Melanophila,genus,54964,1|47120|47158|47208|54964|177080
325941,Charcoal Beetle,Melanophila consputa,species,177080,1|47120|47158|47208|54964|177080|325941
317914,,Disclisioprocta,genus,49530,1|47120|47158|47157|49530|317914
317913,Somber Carpet Moth,Disclisioprocta stellata,species,317914,1|47120|47158|47157|49530|317914|317913
180791,,Trupanea,genus,47990,1|47120|47158|47822|47990|180791
119897,,Nemoria,genus,49530,1|47120|47158|47157|49530|119897
325304,,Nemoria leptalea,species,119897,1|47120|47158|47157|49530|119897|325304
83418,,Evolvulus,genus,52345,47126|211194|47124|48515|52345|83418
454917,,Hemipenthes edwardsii,species,203073,1|47120|47158|47822|51558|203073|454917
55596,,Andricus,genus,55594,1|47120|47158|47201|55594|55596
55887,California Gall Wasp,Andricus quercuscalifornicus,species,55596,1|47120|47158|47201|55594|55596|55887
58820,,Deinandra,genus,47604,47126|211194|47124|47605|47604|58820
58819,Clustered Tarweed,Deinandra fasciculata,species,58820,47126|211194|47124|47605|47604|58820|58819
64126,greenbark ceanothus,Ceanothus spinosus,species,49674,47126|211194|47124|47132|49041|49674|64126
57922,Maltese star-thistle,Centaurea melitensis,species,48160,47126|211194|47124|47605|47604|48160|57922
1102259,,Copestylum violaceum,complex,128846,1|47120|47158|47822|49995|128846|1102259
58112,Saltbushes,Atriplex,genus,52327,47126|211194|47124|47366|52327|58112
58123,sprawling saltbush,Atriplex suberecta,species,58112,47126|211194|47124|47366|52327|58112|58123
205648,,Saropogon,genus,47982,1|47120|47158|47822|47982|205648
260020,,Saropogon luteus,species,205648,1|47120|47158|47822|47982|205648|260020
204081,Southern Purple Mint Moth,Pyrausta laticlavia,species,55659,1|47120|47158|47157|52002|55659|204081
84634,Masked Chafers,Cyclocephala,genus,48201,1|47120|47158|47208|48201|84634
58167,Strawberry clover,Trifolium fragiferum,species,51876,47126|211194|47124|47123|47122|51876|58167
129188,,Hyalellidae,family,47628,1|47120|47187|47628|129188
129189,,Hyalella,genus,129188,1|47120|47187|47628|129188|129189
153155,,Dugesiidae,family,64222,1|52319|64222|153155
49591,Bluegill,Lepomis macrochirus,species,49592,1|2|47178|1303731|49588|49592|49591
119074,,Chlorion,genus,48742,1|47120|47158|47201|48742|119074
349331,,Orthops,genus,53505,1|47120|47158|47744|53505|349331
56175,Viper's-buglosses,Echium,genus,48150,47126|211194|47124|523723|48150|56175
57723,Pride of Madeira,Echium candicans,species,56175,47126|211194|47124|523723|48150|56175|57723
61789,Alkanet,Anchusa,genus,48150,47126|211194|47124|523723|48150|61789
75429,Italian Bugloss,Anchusa azurea,species,61789,47126|211194|47124|523723|48150|61789|75429
54467,Fungus-eating Lady Beetles,Psyllobora,genus,48486,1|47120|47158|47208|48486|54467
118967,Twenty-spotted Lady Beetle,Psyllobora vigintimaculata,species,54467,1|47120|47158|47208|48486|54467|118967
358494,,Tanaops,genus,82067,1|47120|47158|47208|82067|358494
358502,,Tanaops longiceps,species,358494,1|47120|47158|47208|82067|358494|358502
203426,,Arhyssus,genus,53225,1|47120|47158|47744|53225|203426
48194,jumping plant lice,Psyllidae,family,47744,1|47120|47158|47744|48194
48193,,Acizzia,genus,48194,1|47120|47158|47744|48194|48193
48185,,Acizzia uncatoides,species,48193,1|47120|47158|47744|48194|48193|48185
179785,,Omalus,genus,126149,1|47120|47158|47201|126149|179785
502646,duckweeds,Lemnoideae,subfamily,48536,47126|211194|47163|48073|48536|502646
493389,Fungus Gnats and Gall Midges,Sciaroidea,superfamily,47822,1|47120|47158|47822|493389
50203,blackjack,Bidens pilosa,species,50204,47126|211194|47124|47605|47604|50204|50203
55785,Rural Skipper,Ochlodes agricola,species,55786,1|47120|47158|47157|47653|55786|55785
251375,,Zabrotes,genus,51146,1|47120|47158|47208|51146|251375
51559,Greater Bee Flies,Bombylius,genus,51558,1|47120|47158|47822|51558|51559
51557,Greater Bee Fly,Bombylius major,species,51559,1|47120|47158|47822|51558|51559|51557
346304,,Acmaeodera latiflava,species,886834,1|47120|47158|47208|54964|886834|346304
628192,,Acmaeodera latiflava latiflava,subspecies,346304,1|47120|47158|47208|54964|886834|346304|628192
127480,woolly hedgenettle,Stachys byzantina,species,51229,47126|211194|47124|48151|48623|51229|127480
485191,Rose campion,Silene coronaria,species,52195,47126|211194|47124|47366|48567|52195|485191
47824,Solifuges,Solifugae,order,47119,1|47120|47119|47824
53510,Straight-faced Windscorpions,Eremobatidae,family,47824,1|47120|47119|47824|53510
172583,,Hemerotrecha,genus,53510,1|47120|47119|47824|53510|172583
48517,peppers,Capsicum,genus,48516,47126|211194|47124|48515|48516|48517
48514,chili pepper,Capsicum annuum,species,48517,47126|211194|47124|48515|48516|48517|48514
558819,,Hypochaeridinae,subtribe,47604,47126|211194|47124|47605|47604|558819
211061,,Platyptiliini,tribe,47404,1|47120|47158|47157|47404|211061
129216,banded bee flies,Villini,tribe,51558,1|47120|47158|47822|51558|129216
63923,California wild grape,Vitis californica,species,60773,47126|211194|47124|71291|50279|60773|63923
64110,,Venegasia,genus,47604,47126|211194|47124|47605|47604|64110
64109,canyon sunflower,Venegasia carpesioides,species,64110,47126|211194|47124|47605|47604|64110|64109
3793,Red-footed Booby,Sula sula,species,3785,1|2|3|71268|3784|3785|3793
53294,Common Sow-thistle,Sonchus oleraceus,species,53270,47126|211194|47124|47605|47604|53270|53294
53267,,Sisymbrium,genus,47204,47126|211194|47124|71275|47204|53267
58085,London rocket,Sisymbrium irio,species,53267,47126|211194|47124|71275|47204|53267|58085
200053,prostrate sandmat,Euphorbia prostrata,species,51822,47126|211194|47124|51820|51821|51822|200053
291533,fourleaf pink-sorrel,Oxalis tetraphylla,species,47758,47126|211194|47124|70233|47759|47758|291533
161124,Tree Crinum,Crinum asiaticum,species,62928,47126|211194|47163|47218|55849|62928|161124
60854,Fritillaries and Longwings,Heliconiinae,subfamily,47922,1|47120|47158|47157|47922|60854
252417,,Anthidiellum,genus,52777,1|47120|47158|47201|52777|252417
270467,Northern Rotund-Resin Bee,Anthidiellum notatum,species,252417,1|47120|47158|47201|52777|252417|270467
361496,California Rotund-Resin Bee,Anthidiellum notatum robertsoni,subspecies,270467,1|47120|47158|47201|52777|252417|270467|361496
245353,Window Flies,Scenopinidae,family,47822,1|47120|47158|47822|245353
317592,,Metatrichia,genus,245353,1|47120|47158|47822|245353|317592
259455,,Metatrichia bulbosa,species,317592,1|47120|47158|47822|245353|317592|259455
320859,,Uromyces,genus,84768,47170|47169|69967|69968|84768|320859
47652,Duskywings,Erynnis,genus,47653,1|47120|47158|47157|47653|47652
59189,Mournful Duskywing,Erynnis tristis,species,47652,1|47120|47158|47157|47653|47652|59189
308726,California Digger Bee,Anthophora californica,species,57682,1|47120|47158|47201|47221|57682|308726
199946,,Thyanta,genus,47742,1|47120|47158|47744|47742|199946
261464,Red-shouldered Stink Bug,Thyanta custator,species,199946,1|47120|47158|47744|47742|199946|261464
301456,Southern Masked Chafer,Cyclocephala lurida,species,84634,1|47120|47158|47208|48201|84634|301456
244067,,Bactrocera,genus,47990,1|47120|47158|47822|47990|244067
326609,olive fruit fly,Bactrocera oleae,species,244067,1|47120|47158|47822|47990|244067|326609
123052,,Xanthorhoini,tribe,49530,1|47120|47158|47157|49530|123052
48750,Rough Limpet,Lottia scabra,species,48752,1|47115|47114|48751|48752|48750
50255,sand verbenas,Abronia,genus,50256,47126|211194|47124|47366|50256|50255
75244,red sand-verbena,Abronia maritima,species,50255,47126|211194|47124|47366|50256|50255|75244
53849,Burying and Carrion Beetles,Silphidae,family,47208,1|47120|47158|47208|53849
53850,Burying Beetles,Nicrophorus,genus,53849,1|47120|47158|47208|53849|53850
69794,Black Burying Beetle,Nicrophorus nigrita,species,53850,1|47120|47158|47208|53849|53850|69794
79462,Chinese elm,Ulmus parvifolia,species,53549,47126|211194|47124|47132|53548|53549|79462
52671,coastal woodfern,Dryopteris arguta,species,52672,47126|211194|121943|47754|47753|52672|52671
58875,,Polycarpon,genus,48567,47126|211194|47124|47366|48567|58875
58876,fourleaf manyseed,Polycarpon tetraphyllum,species,58875,47126|211194|47124|47366|48567|58875|58876
64119,Indian fig opuntia,Opuntia ficus-indica,species,47902,47126|211194|47124|47366|47903|47902|64119
51891,Liveforever,Dudleya,genus,51890,47126|211194|47124|71289|51890|51891
58137,lanceleaf liveforever,Dudleya lanceolata,species,51891,47126|211194|47124|71289|51890|51891|58137
58311,Narrow-leaved Bedstraw,Galium angustifolium,species,53060,47126|211194|47124|47363|47693|53060|58311
63613,Ngaios,Myoporum,genus,47151,47126|211194|47124|48151|47151|63613
63611,Ngaio,Myoporum laetum,species,63613,47126|211194|47124|48151|47151|63613|63611
52834,everlastings,Anaphalis,genus,47604,47126|211194|47124|47605|47604|52834
52833,pearly everlasting,Anaphalis margaritacea,species,52834,47126|211194|47124|47605|47604|52834|52833
57286,Valerian,Centranthus,genus,48527,47126|211194|47124|48526|48527|57286
57283,Red Valerian,Centranthus ruber,species,57286,47126|211194|47124|48526|48527|57286|57283
148049,sand sagebrush,Artemisia filifolia,species,52855,47126|211194|47124|47605|47604|52855|148049
54756,,Teloschistaceae,family,54755,47170|48250|54743|54755|54756
72055,,Cinnamomum,genus,48809,47126|211194|47124|48808|48809|72055
76341,Camphor Tree,Cinnamomum camphora,species,72055,47126|211194|47124|48808|48809|72055|76341
130177,Japanese Wireweed,Sargassum muticum,species,130178,48222|48221|48220|48219|126125|130178|130177
161821,silver ponysfoot,Dichondra argentea,species,61178,47126|211194|47124|48515|52345|61178|161821
52836,,Angelica,genus,48699,47126|211194|47124|48700|48699|52836
75453,sea-watch,Angelica lucida,species,52836,47126|211194|47124|48700|48699|52836|75453
162697,Italian Eryngo,Eryngium amethystinum,species,57628,47126|211194|47124|48700|48699|57628|162697
54055,Sneezewort,Achillea ptarmica,species,52818,47126|211194|47124|47605|47604|52818|54055
61207,milkworts,Polygalaceae,family,47123,47126|211194|47124|47123|61207
61208,Falsepeas,Polygala,genus,61207,47126|211194|47124|47123|61207|61208
474386,Heartleaf Falsepea,Polygala fruticosa,species,61208,47126|211194|47124|47123|61207|61208|474386
48970,Snapdragons,Antirrhinum,genus,50638,47126|211194|47124|48151|50638|48970
48969,Snapdragon,Antirrhinum majus,species,48970,47126|211194|47124|48151|50638|48970|48969
84517,Great Willowherb,Epilobium hirsutum,species,52972,47126|211194|47124|47791|47790|52972|84517
118545,Sea Campion,Silene uniflora,species,52195,47126|211194|47124|47366|48567|52195|118545
154551,,Leptoglossus zonatus,species,61257,1|47120|47158|47744|51777|61257|154551
17375,Hutton's Vireo,Vireo huttoni,species,17355,1|2|3|7251|17354|17355|17375
152887,,Molpadida,order,47720,1|47549|47720|152887
245324,,Molpadiidae,family,152887,1|47549|47720|152887|245324
247077,,Molpadia,genus,245324,1|47549|47720|152887|245324|247077
773518,Sweet Potato Sea Cucumber,Molpadia arenicola,species,247077,1|47549|47720|152887|245324|247077|773518
69847,,Pentidotea,genus,48581,1|47120|47187|48147|48581|69847
847030,,Pentidotea kirchanskii,species,69847,1|47120|47187|48147|48581|69847|847030
48835,Western Spiny Brittle Star,Ophiothrix spiculata,species,48839,1|47549|48836|774991|195702|48839|48835
54509,Lesser Two-spot Octopus,Octopus bimaculoides,species,47456,1|47115|47459|47458|47457|47456|54509
48832,Bat Stars,Patiria,genus,48831,1|47549|47668|49501|48831|48832
48830,Bat Star,Patiria miniata,species,48832,1|47549|47668|49501|48831|48832|48830
116690,,Pteropurpura,genus,50766,1|47115|47114|48289|50766|116690
480661,Festive Murex,Pteropurpura festiva,species,116690,1|47115|47114|48289|50766|116690|480661
